"site_no","AP","SAMPLE_DATE","CHARACTERISTIC_NAME","RSLT_RESULT_VALUE","RSLT_RESULT_UNIT","LOCATION_WATERBODY_CLASSIFICATION","LOCATION_Y_COORDINATE","LOCATION_X_COORDINATE"
"14-CALK-1.3","N","2019-07-31 16:10","CHLORIDE",10,"mg/l","B",41.786306,-75.03552
"14-CALL-0.2","N","2015-04-15 12:00","CHLORIDE",20.5,"mg/l","B",41.76444,-75.05556
"14-CALL-0.2","N","2010-04-05 13:00","CHLORIDE",13.9,"mg/l","B",41.76444,-75.05556
"14-CALL-0.2","N","2010-08-18 11:10","CHLORIDE",20.2,"mg/l","B",41.76444,-75.05556
"14-CALL-0.2","N","2010-10-25 10:45","CHLORIDE",13.8,"mg/l","B",41.76444,-75.05556
"14-CALL-0.2","N","2015-05-06 11:00","CHLORIDE",27.5,"mg/l","B",41.76444,-75.05556
"14-CALL-0.2","N","2010-07-19 11:00","CHLORIDE",21.3,"mg/l","B",41.76444,-75.05556
"14-CALL-0.2","N","2005-04-25 15:00","CHLORIDE",10.7,"mg/l","B",41.76444,-75.05556
"14-CALL-0.2","N","2010-09-13 11:00","CHLORIDE",20.6,"mg/l","B",41.76444,-75.05556
"14-CALL-0.2","N","2005-08-02","CHLORIDE",20.6,"mg/l","B",41.76444,-75.05556
"14-CALL-0.2","N","2005-05-16 13:00","CHLORIDE",14.2,"mg/l","B",41.76444,-75.05556
"14-CALL-0.2","N","2010-06-28 11:00","CHLORIDE",18.7,"mg/l","B",41.76444,-75.05556
"14-CALL-0.2","N","2005-10-31 15:00","CHLORIDE",10.2,"mg/l","B",41.76444,-75.05556
"14-CALL-0.2","N","2010-10-04 11:00","CHLORIDE",10.6,"mg/l","B",41.76444,-75.05556
"14-CALL-0.2","N","2010-04-26 12:10","CHLORIDE",17.6,"mg/l","B",41.76444,-75.05556
"14-CALL-0.2","N","2005-08-30 14:00","CHLORIDE",10.6,"mg/l","B",41.76444,-75.05556
"14-CALL-0.2","N","2005-09-20 13:00","CHLORIDE",22.7,"mg/l","B",41.76444,-75.05556
"14-CALL-0.2","N","2015-10-21 11:00","CHLORIDE",34,"mg/l","B",41.76444,-75.05556
"14-CALL-0.2","N","2010-06-14 10:50","CHLORIDE",12.3,"mg/l","B",41.76444,-75.05556
"14-CALL-0.2","N","2005-04-06","CHLORIDE",11,"mg/l","B",41.76444,-75.05556
"14-CALL-0.2","N","2005-06-06 15:00","CHLORIDE",19.9,"mg/l","B",41.76444,-75.05556
"14-CALL-0.2","N","2015-06-10 12:00","CHLORIDE",19.4,"mg/l","B",41.76444,-75.05556
"14-CALL-0.2","N","2005-07-05 14:00","CHLORIDE",19.5,"mg/l","B",41.76444,-75.05556
"14-CALL-0.2","N","2010-05-17 10:50","CHLORIDE",18,"mg/l","B",41.76444,-75.05556
"14-CALL-0.2","N","2005-10-11 14:55","CHLORIDE",14.7,"mg/l","B",41.76444,-75.05556
"14-CALL-0.2","N","2015-07-29 12:00","CHLORIDE",26.3,"mg/l","B",41.76444,-75.05556
"14-CALL_E-0.2","N","2019-08-21 18:00","CHLORIDE",27.3,"mg/l","B",41.75845,-75.0293
"14-CALL_E-0.4","N","2019-08-21 18:30","CHLORIDE",23,"mg/l","B",41.756688,-75.027144
"14-CALL_E_T13a-0.1","N","2019-07-31 15:20","CHLORIDE",14.8,"mg/l","B",41.780868,-74.931819
"14-CALL_N-0.6","N","2019-08-21 17:30","CHLORIDE",15.6,"mg/l","B",41.767805,-75.028513
"14-CHOL-0.4","N","2019-08-22 12:15","CHLORIDE",26.7,"mg/l","A",42.06522,-74.94134
"14-COLD_T7-1.1","N","2019-08-01 14:00","CHLORIDE",0.25,"mg/l","B",42.157587,-75.391342
"14-COUL-0.1","N","2015-07-27 11:00","CHLORIDE",0.53,"mg/l","B",42.257019,-74.771709
"14-COUL-0.1","N","2015-04-13 11:00","CHLORIDE",0.15,"mg/l","B",42.257019,-74.771709
"14-COUL-0.1","N","2015-06-08 11:00","CHLORIDE",0.15,"mg/l","B",42.257019,-74.771709
"14-COUL-0.1","N","2015-05-04 11:00","CHLORIDE",0.15,"mg/l","B",42.257019,-74.771709
"14-COUL-0.1","N","2015-10-19 11:00","CHLORIDE",0.91,"mg/l","B",42.257019,-74.771709
"14-DELA-1.2","N","2019-08-20 15:15","CHLORIDE",13.8,"mg/l","A",41.37222,-74.69722
"14-DELA-1.3","N","2005-04-25 11:00","CHLORIDE",8.38,"mg/l","A",41.37194,-74.69695
"14-DELA-1.3","N","2009-08-12 10:15","CHLORIDE",7.7,"mg/l","A",41.37194,-74.69695
"14-DELA-1.3","N","2017-08-16 10:00","CHLORIDE",13.3,"mg/l","A",41.37194,-74.69695
"14-DELA-1.3","N","2009-09-23 10:30","CHLORIDE",11.8,"mg/l","A",41.37194,-74.69695
"14-DELA-1.3","N","2014-04-28 11:09","CHLORIDE",11.4,"mg/l","A",41.37194,-74.69695
"14-DELA-1.3","N","2011-07-05 13:05","CHLORIDE",5.9,"mg/l","A",41.37194,-74.69695
"14-DELA-1.3","N","2014-08-12 11:00","CHLORIDE",12.3,"mg/l","A",41.37194,-74.69695
"14-DELA-1.3","N","2019-10-24 4:00","CHLORIDE",11.1,"mg/l","A",41.37194,-74.69695
"14-DELA-1.3","N","2004-08-16 10:00","CHLORIDE",7.89,"mg/l","A",41.37194,-74.69695
"14-DELA-1.3","N","2011-04-25 10:45","CHLORIDE",9.1,"mg/l","A",41.37194,-74.69695
"14-DELA-1.3","N","2013-10-07 11:00","CHLORIDE",10.7,"mg/l","A",41.37194,-74.69695
"14-DELA-1.3","N","2005-09-21 10:00","CHLORIDE",11.7,"mg/l","A",41.37194,-74.69695
"14-DELA-1.3","N","2019-08-12 15:00","CHLORIDE",12.7,"mg/l","A",41.37194,-74.69695
"14-DELA-1.3","N","2018-08-13 15:00","CHLORIDE",9.43,"mg/l","A",41.37194,-74.69695
"14-DELA-1.3","N","2009-11-03 11:15","CHLORIDE",8.3,"mg/l","A",41.37194,-74.69695
"14-DELA-1.3","N","2016-04-27 12:00","CHLORIDE",13.4,"mg/l","A",41.37194,-74.69695
"14-DELA-1.3","N","2015-07-30 9:00","CHLORIDE",16.7,"mg/l","A",41.37194,-74.69695
"14-DELA-1.3","N","2013-04-16 12:00","CHLORIDE",9.7,"mg/l","A",41.37194,-74.69695
"14-DELA-1.3","N","2013-05-28 10:25","CHLORIDE",8.7,"mg/l","A",41.37194,-74.69695
"14-DELA-1.3","N","2009-05-12 10:30","CHLORIDE",12.1,"mg/l","A",41.37194,-74.69695
"14-DELA-1.3","N","2008-10-22 10:30","CHLORIDE",12.8,"mg/l","A",41.37194,-74.69695
"14-DELA-1.3","N","2014-06-23 10:30","CHLORIDE",12.3,"mg/l","A",41.37194,-74.69695
"14-DELA-1.3","N","2003-05-12 10:00","CHLORIDE",10.4,"mg/l","A",41.37194,-74.69695
"14-DELA-1.3","N","2017-10-17 9:00","CHLORIDE",15.6,"mg/l","A",41.37194,-74.69695
"14-DELA-1.3","N","2007-05-14 10:00","CHLORIDE",9.58,"mg/l","A",41.37194,-74.69695
"14-DELA-1.3","N","2019-06-12 14:00","CHLORIDE",9.9,"mg/l","A",41.37194,-74.69695
"14-DELA-1.3","N","2018-10-15 14:00","CHLORIDE",9.68,"mg/l","A",41.37194,-74.69695
"14-DELA-1.3","N","2007-10-30 10:00","CHLORIDE",5.38,"mg/l","A",41.37194,-74.69695
"14-DELA-1.3","N","2006-05-08 10:00","CHLORIDE",11.3,"mg/l","A",41.37194,-74.69695
"14-DELA-1.3","N","2010-05-19 12:45","CHLORIDE",11.9,"mg/l","A",41.37194,-74.69695
"14-DELA-1.3","N","2010-06-15 13:15","CHLORIDE",10.7,"mg/l","A",41.37194,-74.69695
"14-DELA-1.3","N","2012-06-11 11:55","CHLORIDE",10.1,"mg/l","A",41.37194,-74.69695
"14-DELA-1.3","N","2010-07-21 13:00","CHLORIDE",12.8,"mg/l","A",41.37194,-74.69695
"14-DELA-1.3","N","2007-09-18 9:15","CHLORIDE",10.4,"mg/l","A",41.37194,-74.69695
"14-DELA-1.3","N","2010-10-06 12:40","CHLORIDE",7.3,"mg/l","A",41.37194,-74.69695
"14-DELA-1.3","N","2005-08-01","CHLORIDE",10.3,"mg/l","A",41.37194,-74.69695
"14-DELA-1.3","N","2016-06-22 10:00","CHLORIDE",15,"mg/l","A",41.37194,-74.69695
"14-DELA-1.3","N","2006-10-23 9:30","CHLORIDE",5.21,"mg/l","A",41.37194,-74.69695
"14-DELA-1.3","N","2004-05-12 10:00","CHLORIDE",11.6,"mg/l","A",41.37194,-74.69695
"14-DELA-1.3","N","2012-09-04 10:30","CHLORIDE",11.7,"mg/l","A",41.37194,-74.69695
"14-DELA-1.3","N","2018-06-13 4:00","CHLORIDE",16.9,"mg/l","A",41.37194,-74.69695
"14-DELA-1.3","N","2001-04-23 10:00","CHLORIDE",8.48,"mg/l","A",41.37194,-74.69695
"14-DELA-1.3","N","2001-05-23 10:00","CHLORIDE",12.7,"mg/l","A",41.37194,-74.69695
"14-DELA-1.3","N","2013-07-01 10:34","CHLORIDE",8.2,"mg/l","A",41.37194,-74.69695
"14-DELA-1.3","N","2012-07-05","CHLORIDE",10.6,"mg/l","A",41.37194,-74.69695
"14-DELA-1.3","N","2016-10-05 11:00","CHLORIDE",14.7,"mg/l","A",41.37194,-74.69695
"14-DELA-1.3","N","2007-07-23 9:30","CHLORIDE",11.2,"mg/l","A",41.37194,-74.69695
"14-DELA-1.3","N","2002-09-17 10:00","CHLORIDE",11.8,"mg/l","A",41.37194,-74.69695
"14-DELA-1.3","N","2009-06-24 11:40","CHLORIDE",8.8,"mg/l","A",41.37194,-74.69695
"14-DELA-1.3","N","2002-08-06 10:00","CHLORIDE",11.6,"mg/l","A",41.37194,-74.69695
"14-DELA-1.3","N","2011-05-31 12:59","CHLORIDE",8.3,"mg/l","A",41.37194,-74.69695
"14-DELA-1.3","N","2017-06-19 11:00","CHLORIDE",13.5,"mg/l","A",41.37194,-74.69695
"14-DELA-1.3","N","2011-08-08 13:25","CHLORIDE",8.6,"mg/l","A",41.37194,-74.69695
"14-DELA-1.3","N","2019-04-17 14:00","CHLORIDE",9.2,"mg/l","A",41.37194,-74.69695
"14-DELA-1.3","N","2005-05-16 11:55","CHLORIDE",10.8,"mg/l","A",41.37194,-74.69695
"14-DELA-1.3","N","2015-04-16 10:00","CHLORIDE",9.9,"mg/l","A",41.37194,-74.69695
"14-DELA-1.3","N","2001-07-30 10:00","CHLORIDE",12.2,"mg/l","A",41.37194,-74.69695
"14-DELA-1.3","N","2004-10-25 10:00","CHLORIDE",7.55,"mg/l","A",41.37194,-74.69695
"14-DELA-1.3","N","2008-06-24 9:45","CHLORIDE",12.4,"mg/l","A",41.37194,-74.69695
"14-DELA-1.3","N","2013-05-06 12:40","CHLORIDE",12.3,"mg/l","A",41.37194,-74.69695
"14-DELA-1.3","N","2012-04-17 12:05","CHLORIDE",10.9,"mg/l","A",41.37194,-74.69695
"14-DELA-1.3","N","2006-09-12 10:00","CHLORIDE",9.64,"mg/l","A",41.37194,-74.69695
"14-DELA-1.3","N","2004-04-20 10:00","CHLORIDE",10.9,"mg/l","A",41.37194,-74.69695
"14-DELA-1.3","N","2015-06-11 9:00","CHLORIDE",16.6,"mg/l","A",41.37194,-74.69695
"14-DELA-1.3","N","2008-04-22 10:00","CHLORIDE",10.4,"mg/l","A",41.37194,-74.69695
"14-DELA-1.3","N","2016-08-08 12:00","CHLORIDE",14.7,"mg/l","A",41.37194,-74.69695
"14-DELA-1.3","N","2002-05-13 10:00","CHLORIDE",11,"mg/l","A",41.37194,-74.69695
"14-DELA-1.3","N","2018-04-19 14:30","CHLORIDE",12.7,"mg/l","A",41.37194,-74.69695
"14-DELA-1.3","N","2008-09-03 9:45","CHLORIDE",12.1,"mg/l","A",41.37194,-74.69695
"14-DELA-1.3","N","2008-07-16 10:15","CHLORIDE",10.7,"mg/l","A",41.37194,-74.69695
"14-DELA-1.3","N","2002-06-24 10:00","CHLORIDE",9.82,"mg/l","A",41.37194,-74.69695
"14-DELA-1.3","N","2002-04-22 10:00","CHLORIDE",10.8,"mg/l","A",41.37194,-74.69695
"14-DELA-1.3","N","2001-10-29 10:00","CHLORIDE",13.4,"mg/l","A",41.37194,-74.69695
"14-DELA-1.3","N","2008-05-12 9:00","CHLORIDE",9.82,"mg/l","A",41.37194,-74.69695
"14-DELA-1.3","N","2003-09-16 11:00","CHLORIDE",6.96,"mg/l","A",41.37194,-74.69695
"14-DELA-1.3","N","2012-10-16 10:30","CHLORIDE",9.4,"mg/l","A",41.37194,-74.69695
"14-DELA-1.3","N","2003-10-28 10:00","CHLORIDE",6.47,"mg/l","A",41.37194,-74.69695
"14-DELA-1.3","N","2003-04-22 10:00","CHLORIDE",13.3,"mg/l","A",41.37194,-74.69695
"14-DELA-1.3","N","2013-09-16","CHLORIDE",8.9,"mg/l","A",41.37194,-74.69695
"14-DELA-1.3","N","2003-06-25 11:00","CHLORIDE",9.19,"mg/l","A",41.37194,-74.69695
"14-DELA-1.3","N","2005-07-05 12:00","CHLORIDE",11.8,"mg/l","A",41.37194,-74.69695
"14-DELA-1.3","N","2014-10-06 11:15","CHLORIDE",12.6,"mg/l","A",41.37194,-74.69695
"14-DELA-1.3","N","2006-07-18 9:30","CHLORIDE",9.17,"mg/l","A",41.37194,-74.69695
"14-DELA-1.3","N","2010-09-15 13:14","CHLORIDE",11.7,"mg/l","A",41.37194,-74.69695
"14-DELA-1.3","N","2011-10-26 11:50","CHLORIDE",5.8,"mg/l","A",41.37194,-74.69695
"14-DELA-1.3","N","2009-04-20 9:25","CHLORIDE",12.4,"mg/l","A",41.37194,-74.69695
"14-DELA-1.3","N","2005-10-12 9:00","CHLORIDE",8.7,"mg/l","A",41.37194,-74.69695
"14-DELA-1.3","N","2003-08-19 11:00","CHLORIDE",9.42,"mg/l","A",41.37194,-74.69695
"14-DELA-1.3","N","2004-06-21 10:00","CHLORIDE",11.8,"mg/l","A",41.37194,-74.69695
"14-DELA-1.3","N","2001-06-25 10:00","CHLORIDE",11.8,"mg/l","A",41.37194,-74.69695
"14-DELA-1.3","N","2002-10-28 10:00","CHLORIDE",8.67,"mg/l","A",41.37194,-74.69695
"14-DELA-1.3","N","2006-04-17 9:30","CHLORIDE",13.1,"mg/l","A",41.37194,-74.69695
"14-DELA-1.3","N","2012-05-21 12:00","CHLORIDE",7.6,"mg/l","A",41.37194,-74.69695
"14-DELA-1.3","N","2011-09-28 13:20","CHLORIDE",5.4,"mg/l","A",41.37194,-74.69695
"14-DELA-1.3","N","2015-10-22 9:00","CHLORIDE",19.2,"mg/l","A",41.37194,-74.69695
"14-DELA-1.3","N","2006-06-20 10:00","CHLORIDE",9.64,"mg/l","A",41.37194,-74.69695
"14-DELA-1.3","N","2004-10-05 10:00","CHLORIDE",7.42,"mg/l","A",41.37194,-74.69695
"14-DELA-45.2","N","2015-04-15 14:00","CHLORIDE",7.9,"mg/l","A",41.705,-75.06694
"14-DELA-45.2","N","2015-07-29 14:00","CHLORIDE",13.5,"mg/l","A",41.705,-75.06694
"14-DELA-45.2","N","2015-06-10 13:00","CHLORIDE",14.2,"mg/l","A",41.705,-75.06694
"14-DELA-45.2","N","2015-10-21 13:00","CHLORIDE",16.7,"mg/l","A",41.705,-75.06694
"14-DELA-45.2","N","2015-05-06 14:00","CHLORIDE",14.8,"mg/l","A",41.705,-75.06694
"14-DELA-50.4","N","2005-07-05 14:00","CHLORIDE",9.92,"mg/l","A",41.7652,-75.06035
"14-DELA-50.4","N","2005-06-06 14:00","CHLORIDE",10.3,"mg/l","A",41.7652,-75.06035
"14-DELA-50.4","N","2005-10-31 14:00","CHLORIDE",6.39,"mg/l","A",41.7652,-75.06035
"14-DELA-50.4","N","2005-09-20 15:00","CHLORIDE",9.98,"mg/l","A",41.7652,-75.06035
"14-DELA-50.4","N","2005-05-16 14:00","CHLORIDE",8.77,"mg/l","A",41.7652,-75.06035
"14-DELA-50.4","N","2005-10-11 14:00","CHLORIDE",7.64,"mg/l","A",41.7652,-75.06035
"14-DELA-50.4","N","2005-08-02","CHLORIDE",9.51,"mg/l","A",41.7652,-75.06035
"14-DELA-50.4","N","2010-04-26 13:20","CHLORIDE",9.2,"mg/l","A",41.7652,-75.06035
"14-DELA-50.4","N","2010-10-04 11:30","CHLORIDE",5.8,"mg/l","A",41.7652,-75.06035
"14-DELA-50.4","N","2010-10-25 11:30","CHLORIDE",8.3,"mg/l","A",41.7652,-75.06035
"14-DELA-50.4","N","2005-04-06","CHLORIDE",7.61,"mg/l","A",41.7652,-75.06035
"14-DELA-50.4","N","2010-07-19 11:30","CHLORIDE",11,"mg/l","A",41.7652,-75.06035
"14-DELA-50.4","N","2019-08-21 17:00","CHLORIDE",11.3,"mg/l","A",41.7652,-75.06035
"14-DELA-50.4","N","2010-06-14 12:00","CHLORIDE",7.4,"mg/l","A",41.7652,-75.06035
"14-DELA-50.4","N","2010-04-05 13:30","CHLORIDE",7.7,"mg/l","A",41.7652,-75.06035
"14-DELA-50.4","N","2010-08-18 11:50","CHLORIDE",10,"mg/l","A",41.7652,-75.06035
"14-DELA-50.4","N","2005-08-30 14:00","CHLORIDE",8.48,"mg/l","A",41.7652,-75.06035
"14-DELA-50.4","N","2010-05-17 11:30","CHLORIDE",9.8,"mg/l","A",41.7652,-75.06035
"14-DELA-50.4","N","2005-04-25 14:00","CHLORIDE",6.64,"mg/l","A",41.7652,-75.06035
"14-DELA-50.4","N","2010-06-28 11:30","CHLORIDE",9.9,"mg/l","A",41.7652,-75.06035
"14-DELA-50.4","N","2010-09-13 11:35","CHLORIDE",10.1,"mg/l","A",41.7652,-75.06035
"14-DRBR-2.1","N","2019-08-22 14:15","CHLORIDE",2.6,"mg/l","B",42.140737,-74.603759
"14-EDEL-1.2","N","2005-09-20 13:00","CHLORIDE",9.28,"mg/l","B",41.95278,-75.27528
"14-EDEL-1.2","N","2005-04-06","CHLORIDE",6.45,"mg/l","B",41.95278,-75.27528
"14-EDEL-1.2","N","2005-07-05 12:00","CHLORIDE",8.73,"mg/l","B",41.95278,-75.27528
"14-EDEL-1.2","N","2005-08-02","CHLORIDE",9.62,"mg/l","B",41.95278,-75.27528
"14-EDEL-1.2","N","2015-10-20 13:00","CHLORIDE",15,"mg/l","B",41.95278,-75.27528
"14-EDEL-1.2","N","2005-10-11 13:00","CHLORIDE",6.34,"mg/l","B",41.95278,-75.27528
"14-EDEL-1.2","N","2005-04-25 12:00","CHLORIDE",5.92,"mg/l","B",41.95278,-75.27528
"14-EDEL-1.2","N","2015-06-09 13:00","CHLORIDE",13.2,"mg/l","B",41.95278,-75.27528
"14-EDEL-1.2","N","2015-04-14 12:00","CHLORIDE",5.8,"mg/l","B",41.95278,-75.27528
"14-EDEL-1.2","N","2005-08-30 13:00","CHLORIDE",9.56,"mg/l","B",41.95278,-75.27528
"14-EDEL-1.2","N","2015-07-28 12:00","CHLORIDE",10.6,"mg/l","B",41.95278,-75.27528
"14-EDEL-1.2","N","2005-05-16 12:00","CHLORIDE",7.72,"mg/l","B",41.95278,-75.27528
"14-EDEL-1.2","N","2005-10-31 13:00","CHLORIDE",5.83,"mg/l","B",41.95278,-75.27528
"14-EDEL-1.2","N","2005-06-06 13:00","CHLORIDE",9.74,"mg/l","B",41.95278,-75.27528
"14-EDEL-1.2","N","2015-05-05 13:00","CHLORIDE",12.4,"mg/l","B",41.95278,-75.27528
"14-EDEL-55.3","N","2005-07-05 10:00","CHLORIDE",9.24,"mg/l","B",42.16111,-74.62083
"14-EDEL-55.3","N","2005-04-25 11:00","CHLORIDE",8.39,"mg/l","B",42.16111,-74.62083
"14-EDEL-55.3","N","2005-05-16 11:00","CHLORIDE",8.82,"mg/l","B",42.16111,-74.62083
"14-EDEL-55.3","N","2019-08-22 14:50","CHLORIDE",15.7,"mg/l","B",42.16111,-74.62083
"14-EDEL-55.3","N","2005-09-20 11:00","CHLORIDE",16.6,"mg/l","B",42.16111,-74.62083
"14-EDEL-55.3","N","2005-10-11 10:00","CHLORIDE",14.4,"mg/l","B",42.16111,-74.62083
"14-EDEL-55.3","N","2005-06-06 10:00","CHLORIDE",7.41,"mg/l","B",42.16111,-74.62083
"14-EDEL-55.3","N","2005-04-06","CHLORIDE",7.52,"mg/l","B",42.16111,-74.62083
"14-EDEL-55.3","N","2005-08-02","CHLORIDE",13.2,"mg/l","B",42.16111,-74.62083
"14-EDEL-55.3","N","2005-10-31 10:00","CHLORIDE",7.03,"mg/l","B",42.16111,-74.62083
"14-EDEL-55.3","N","2005-08-30 10:00","CHLORIDE",14.6,"mg/l","B",42.16111,-74.62083
"14-ESTB-2.2","N","2019-08-22 13:20","CHLORIDE",4.1,"mg/l","A",42.186851,-75.099168
"14-FLYC_T2-0.6","N","2015-05-05 11:00","CHLORIDE",2.5,"mg/l","B",42.044645,-75.52465
"14-FLYC_T2-0.6","N","2015-06-09 11:00","CHLORIDE",0.15,"mg/l","B",42.044645,-75.52465
"14-FLYC_T2-0.6","N","2015-07-28 11:00","CHLORIDE",2.24,"mg/l","B",42.044645,-75.52465
"14-FLYC_T2-0.6","N","2015-10-20 11:00","CHLORIDE",4.22,"mg/l","B",42.044645,-75.52465
"14-FLYC_T2-0.6","N","2015-04-14 11:00","CHLORIDE",2,"mg/l","B",42.044645,-75.52465
"14-FSED-0.1","N","2019-08-21 18:10","CHLORIDE",7.9,"mg/l","B",41.96472,-75.17889
"14-HAFY-0.2","N","2010-07-20 12:30","CHLORIDE",46.6,"mg/l","B",41.4775,-74.91
"14-HAFY-0.2","N","2010-09-15 11:05","CHLORIDE",49.2,"mg/l","B",41.4775,-74.91
"14-HAFY-0.2","N","2010-06-30 11:30","CHLORIDE",33.5,"mg/l","B",41.4775,-74.91
"14-HAFY-0.2","N","2010-08-16 10:30","CHLORIDE",45.3,"mg/l","B",41.4775,-74.91
"14-HAFY-0.2","N","2010-04-05 11:30","CHLORIDE",13,"mg/l","B",41.4775,-74.91
"14-HAFY-0.2","N","2010-10-25 10:35","CHLORIDE",19.8,"mg/l","B",41.4775,-74.91
"14-HAFY-0.2","N","2010-10-04 11:25","CHLORIDE",12.9,"mg/l","B",41.4775,-74.91
"14-HAFY-0.2","N","2010-05-17 12:20","CHLORIDE",21.1,"mg/l","B",41.4775,-74.91
"14-HAFY-0.2","N","2010-04-28 11:50","CHLORIDE",13.1,"mg/l","B",41.4775,-74.91
"14-HAFY-0.2","N","2010-06-14 12:00","CHLORIDE",19.4,"mg/l","B",41.4775,-74.91
"14-HAFY_T8-0.1","N","2019-08-20 17:00","CHLORIDE",17.6,"mg/l","B",41.529982,-74.883949
"14-HAFY_T8-0.8","N","2019-08-20 18:00","CHLORIDE",26.1,"mg/l","B",41.53975,-74.88535
"14-HURL-2.8","N","2019-08-20 19:00","CHLORIDE",26.5,"mg/l","B",41.7445,-74.66709
"14-JAKE-3.0","N","2015-10-21 14:00","CHLORIDE",14.4,"mg/l","B",41.7219,-74.9223
"14-JAKE-3.0","N","2015-05-06 15:00","CHLORIDE",12.2,"mg/l","B",41.7219,-74.9223
"14-JAKE-3.0","N","2015-04-15 15:00","CHLORIDE",10.4,"mg/l","B",41.7219,-74.9223
"14-JAKE-3.0","N","2015-06-10 15:00","CHLORIDE",12.8,"mg/l","B",41.7219,-74.9223
"14-JAKE-3.0","N","2015-07-29 16:00","CHLORIDE",13,"mg/l","B",41.7219,-74.9223
"14-KIAM-0.1","N","2019-08-20 16:30","CHLORIDE",112,"mg/l","B",41.66945,-74.62583
"14-LBEV-2.0","N","2019-08-20 20:15","CHLORIDE",40.3,"mg/l","B",41.88055,-74.81055
"14-LDEL-0.1","N","2010-05-18 9:50","CHLORIDE",5.6,"mg/l","B",42.2578,-74.9275
"14-LDEL-0.1","N","2010-06-15 10:00","CHLORIDE",8,"mg/l","B",42.2578,-74.9275
"14-LDEL-0.1","N","2010-09-14 9:35","CHLORIDE",10.6,"mg/l","B",42.2578,-74.9275
"14-LDEL-0.1","N","2005-10-31 9:00","CHLORIDE",4.88,"mg/l","B",42.2578,-74.9275
"14-LDEL-0.1","N","2010-06-29 10:00","CHLORIDE",9,"mg/l","B",42.2578,-74.9275
"14-LDEL-0.1","N","2005-04-06","CHLORIDE",5.09,"mg/l","B",42.2578,-74.9275
"14-LDEL-0.1","N","2010-10-05 10:00","CHLORIDE",4.3,"mg/l","B",42.2578,-74.9275
"14-LDEL-0.1","N","2010-07-20 10:00","CHLORIDE",11.9,"mg/l","B",42.2578,-74.9275
"14-LDEL-0.1","N","2010-08-17 9:45","CHLORIDE",9.3,"mg/l","B",42.2578,-74.9275
"14-LDEL-0.1","N","2005-08-02","CHLORIDE",8.17,"mg/l","B",42.2578,-74.9275
"14-LDEL-0.1","N","2010-04-06 10:00","CHLORIDE",5.1,"mg/l","B",42.2578,-74.9275
"14-LDEL-0.1","N","2005-06-06 9:00","CHLORIDE",6.79,"mg/l","B",42.2578,-74.9275
"14-LDEL-0.1","N","2005-04-25 10:00","CHLORIDE",5.11,"mg/l","B",42.2578,-74.9275
"14-LDEL-0.1","N","2005-07-05 9:00","CHLORIDE",3.92,"mg/l","B",42.2578,-74.9275
"14-LDEL-0.1","N","2005-08-30 9:00","CHLORIDE",9.48,"mg/l","B",42.2578,-74.9275
"14-LDEL-0.1","N","2005-09-20 9:00","CHLORIDE",11.7,"mg/l","B",42.2578,-74.9275
"14-LDEL-0.1","N","2005-10-11 9:00","CHLORIDE",11.2,"mg/l","B",42.2578,-74.9275
"14-LDEL-0.1","N","2010-04-27 9:50","CHLORIDE",6.1,"mg/l","B",42.2578,-74.9275
"14-LDEL-0.1","N","2010-10-26 10:00","CHLORIDE",6.3,"mg/l","B",42.2578,-74.9275
"14-LDEL-0.1","N","2005-05-16 10:00","CHLORIDE",5.86,"mg/l","B",42.2578,-74.9275
"14-LEBA-0.6","N","2019-08-20 18:45","CHLORIDE",0.25,"mg/l","B",41.566455,-74.795962
"14-MONG-0.1","N","2019-08-20 16:00","CHLORIDE",25.6,"mg/l","B",41.42667,-74.75611
"14-MONG-18.9","N","2015-07-30 13:00","CHLORIDE",52.7,"mg/l","B",41.66678,-74.78259
"14-MONG-18.9","N","2015-04-16 13:00","CHLORIDE",37,"mg/l","B",41.66678,-74.78259
"14-MONG-18.9","N","2015-10-22 13:00","CHLORIDE",57.8,"mg/l","B",41.66678,-74.78259
"14-MONG-18.9","N","2015-05-07 11:00","CHLORIDE",47.9,"mg/l","B",41.66678,-74.78259
"14-MONG-18.9","N","2015-06-11 13:00","CHLORIDE",44.8,"mg/l","B",41.66678,-74.78259
"14-MONG_E-0.2","N","2019-08-20 21:00","CHLORIDE",48,"mg/l","B",41.7075,-74.73054
"14-MONG_M-0.3","N","2010-06-28 9:30","CHLORIDE",56.7,"mg/l","B",41.70761,-74.74078
"14-MONG_M-0.3","N","2019-08-20 20:15","CHLORIDE",71.4,"mg/l","B",41.70761,-74.74078
"14-MONG_M-0.3","N","2010-04-26 9:45","CHLORIDE",43.2,"mg/l","B",41.70761,-74.74078
"14-MONG_M-0.3","N","2010-10-25 9:15","CHLORIDE",35,"mg/l","B",41.70761,-74.74078
"14-MONG_M-0.3","N","2010-06-14 9:00","CHLORIDE",33,"mg/l","B",41.70761,-74.74078
"14-MONG_M-0.3","N","2010-08-18 9:13","CHLORIDE",50,"mg/l","B",41.70761,-74.74078
"14-MONG_M-0.3","N","2010-04-05 11:15","CHLORIDE",35.5,"mg/l","B",41.70761,-74.74078
"14-MONG_M-0.3","N","2010-05-17 9:00","CHLORIDE",53.4,"mg/l","B",41.70761,-74.74078
"14-MONG_M-0.3","N","2010-07-19 9:00","CHLORIDE",60.4,"mg/l","B",41.70761,-74.74078
