OBJECTID,site_id,BASIN,ECO_REGION,HUC6_NAME,sample_date,chemical_name,result_value,result_unit,adj_result_value,Lat,Long,Eco_Region_Lvl_III,Class_A
5865,13-KLIN-0.1,13,7,Upper Hudson,2008-05-20 11:05,chloride (as cl),23.9,mg/l,23.9,42.39611,-73.64167,,F
5866,13-KLIN-0.1,13,7,Upper Hudson,2008-10-06 11:15,chloride (as cl),22.7,mg/l,22.7,42.39611,-73.64167,,F
5867,13-KROM-1.1,13,7,Upper Hudson,2013-07-29 8:00,chloride (as cl),107,mg/l,107,42.70361,-73.71611,,F
5868,13-KROM-1.1,13,7,Upper Hudson,2013-04-23 10:30,chloride (as cl),142,mg/l,142,42.70361,-73.71611,,F
5869,13-KROM-1.1,13,7,Upper Hudson,2017-07-06 8:00,chloride (as cl),109,mg/l,109,42.70361,-73.71611,,F
5870,13-KROM-1.1,13,7,Upper Hudson,2013-10-29 14:15,chloride (as cl),136,mg/l,136,42.70361,-73.71611,,F
5871,13-KROM-1.1,13,7,Upper Hudson,2013-09-09 10:15,chloride (as cl),119,mg/l,119,42.70361,-73.71611,,F
5872,13-KROM-1.1,13,7,Upper Hudson,2013-06-03 14:30,chloride (as cl),88.7,mg/l,88.7,42.70361,-73.71611,,F
5873,13-KROM-1.1,13,7,Upper Hudson,2013-05-21 12:30,chloride (as cl),160,mg/l,160,42.70361,-73.71611,,F
5874,13-KROM-1.1,13,7,Upper Hudson,2013-04-02 12:00,chloride (as cl),199,mg/l,199,42.70361,-73.71611,,F
5875,13-KROM-1.1,13,7,Upper Hudson,2013-07-09 12:00,chloride (as cl),65.4,mg/l,65.4,42.70361,-73.71611,,F
5876,13-KRUM-2.5,13,7,Upper Hudson,2017-07-11 11:00,chloride (as cl),361,mg/l,361,42.66833,-73.8275,,F
5877,13-LATT-5.7,13,7,Upper Hudson,2017-07-26 16:45,chloride (as cl),20.1,mg/l,20.1,41.65046,-74.00598,,F
5878,13-LGUN-6.0,13,8,Upper Hudson,2018-07-25 17:45,chloride (as cl),23,mg/l,23,41.45587,-74.493797,,F
5879,13-LGUN-6.0,13,8,Upper Hudson,2018-07-11 16:55,chloride (as cl),42.2,mg/l,42.2,41.45587,-74.493797,,F
5880,13-LGUN-6.0,13,8,Upper Hudson,2018-10-03 17:29,chloride (as cl),33.8,mg/l,33.8,41.45587,-74.493797,,F
5881,13-LGUN-6.0,13,8,Upper Hudson,2018-08-16 16:44,chloride (as cl),32,mg/l,32,41.45587,-74.493797,,F
5882,13-LHUD-120.2,13,7,Upper Hudson,2015-08-11 14:00,chloride (as cl),38.5,mg/l,38.5,42.547778,-73.758611,,F
5883,13-LHUD-120.2,13,7,Upper Hudson,2005-05-09 8:00,chloride (as cl),16,mg/l,16,42.547778,-73.758611,,F
5884,13-LHUD-120.2,13,7,Upper Hudson,2006-04-18 8:00,chloride (as cl),24.1,mg/l,24.1,42.547778,-73.758611,,F
5885,13-LHUD-120.2,13,7,Upper Hudson,2009-04-21 0:30,chloride (as cl),19.1,mg/l,19.1,42.547778,-73.758611,,F
5886,13-LHUD-120.2,13,7,Upper Hudson,2015-10-06 13:00,chloride (as cl),30,mg/l,30,42.547778,-73.758611,,F
5887,13-LHUD-120.2,13,7,Upper Hudson,2013-04-24 12:30,chloride (as cl),16.1,mg/l,16.1,42.547778,-73.758611,,F
5888,13-LHUD-120.2,13,7,Upper Hudson,2006-05-09 8:00,chloride (as cl),20.4,mg/l,20.4,42.547778,-73.758611,,F
5889,13-LHUD-120.2,13,7,Upper Hudson,2010-10-19 12:30,chloride (as cl),18.8,mg/l,18.8,42.547778,-73.758611,,F
5890,13-LHUD-120.2,13,7,Upper Hudson,2010-06-08 13:00,chloride (as cl),28.5,mg/l,28.5,42.547778,-73.758611,,F
5891,13-LHUD-120.2,13,7,Upper Hudson,2012-04-16 12:45,chloride (as cl),25.7,mg/l,25.7,42.547778,-73.758611,,F
5892,13-LHUD-120.2,13,7,Upper Hudson,2006-07-17 7:30,chloride (as cl),16.6,mg/l,16.6,42.547778,-73.758611,,F
5893,13-LHUD-120.2,13,7,Upper Hudson,2012-09-04 12:30,chloride (as cl),29,mg/l,29,42.547778,-73.758611,,F
5894,13-LHUD-120.2,13,7,Upper Hudson,2009-06-23 0:45,chloride (as cl),19.5,mg/l,19.5,42.547778,-73.758611,,F
5895,13-LHUD-120.2,13,7,Upper Hudson,2011-10-25 13:00,chloride (as cl),16.7,mg/l,16.7,42.547778,-73.758611,,F
5896,13-LHUD-120.2,13,7,Upper Hudson,2005-04-19,chloride (as cl),22.7,mg/l,22.7,42.547778,-73.758611,,F
5897,13-LHUD-120.2,13,7,Upper Hudson,2006-10-24 8:00,chloride (as cl),14.2,mg/l,14.2,42.547778,-73.758611,,F
5898,13-LHUD-120.2,13,7,Upper Hudson,2012-07-02 12:30,chloride (as cl),26.1,mg/l,26.1,42.547778,-73.758611,,F
5899,13-LHUD-120.2,13,7,Upper Hudson,2011-05-31 13:00,chloride (as cl),12,mg/l,12,42.547778,-73.758611,,F
5900,13-LHUD-120.2,13,7,Upper Hudson,2015-04-28 12:00,chloride (as cl),22.9,mg/l,22.9,42.547778,-73.758611,,F
5901,13-LHUD-120.2,13,7,Upper Hudson,2007-10-29 8:00,chloride (as cl),26.3,mg/l,26.3,42.547778,-73.758611,,F
5902,13-LHUD-120.2,13,7,Upper Hudson,2014-10-07 13:00,chloride (as cl),29.7,mg/l,29.7,42.547778,-73.758611,,F
5903,13-LHUD-120.2,13,7,Upper Hudson,2010-08-11 13:00,chloride (as cl),25.7,mg/l,25.7,42.547778,-73.758611,,F
5904,13-LHUD-120.2,13,7,Upper Hudson,2013-06-05 13:45,chloride (as cl),18.9,mg/l,18.9,42.547778,-73.758611,,F
5905,13-LHUD-120.2,13,7,Upper Hudson,2010-09-27 12:30,chloride (as cl),25.6,mg/l,25.6,42.547778,-73.758611,,F
5906,13-LHUD-120.2,13,7,Upper Hudson,2011-04-26 12:00,chloride (as cl),16.5,mg/l,16.5,42.547778,-73.758611,,F
5907,13-LHUD-120.2,13,7,Upper Hudson,2015-06-23 13:00,chloride (as cl),23,mg/l,23,42.547778,-73.758611,,F
5908,13-LHUD-120.2,13,7,Upper Hudson,2011-07-06 13:00,chloride (as cl),17.3,mg/l,17.3,42.547778,-73.758611,,F
5909,13-LHUD-120.2,13,7,Upper Hudson,2012-06-11 13:00,chloride (as cl),22.2,mg/l,22.2,42.547778,-73.758611,,F
5910,13-LHUD-120.2,13,7,Upper Hudson,2008-04-30 10:00,chloride (as cl),14.9,mg/l,14.9,42.547778,-73.758611,,F
5911,13-LHUD-120.2,13,7,Upper Hudson,2011-09-27 13:30,chloride (as cl),20.6,mg/l,20.6,42.547778,-73.758611,,F
5912,13-LHUD-120.2,13,7,Upper Hudson,2011-08-09 12:30,chloride (as cl),33.2,mg/l,33.2,42.547778,-73.758611,,F
5913,13-LHUD-120.2,13,7,Upper Hudson,2009-11-03 13:00,chloride (as cl),16.6,mg/l,16.6,42.547778,-73.758611,,F
5914,13-LHUD-120.2,13,7,Upper Hudson,2013-07-10 12:15,chloride (as cl),15.1,mg/l,15.1,42.547778,-73.758611,,F
5915,13-LHUD-120.2,13,7,Upper Hudson,2016-04-27 15:00,chloride (as cl),29.7,mg/l,29.7,42.547778,-73.758611,,F
5916,13-LHUD-120.2,13,7,Upper Hudson,2007-07-24 8:30,chloride (as cl),34.4,mg/l,34.4,42.547778,-73.758611,,F
5917,13-LHUD-120.2,13,7,Upper Hudson,2010-05-12 13:11,chloride (as cl),25.9,mg/l,25.9,42.547778,-73.758611,,F
5918,13-LHUD-120.2,13,7,Upper Hudson,2013-09-11 14:10,chloride (as cl),42.5,mg/l,42.5,42.547778,-73.758611,,F
5919,13-LHUD-120.2,13,7,Upper Hudson,2012-05-21 12:00,chloride (as cl),17.6,mg/l,17.6,42.547778,-73.758611,,F
5920,13-LHUD-120.2,13,7,Upper Hudson,2008-10-08 12:00,chloride (as cl),33.1,mg/l,33.1,42.547778,-73.758611,,F
5921,13-LHUD-120.2,13,7,Upper Hudson,2008-07-02 12:30,chloride (as cl),29,mg/l,29,42.547778,-73.758611,,F
5922,13-LHUD-120.2,13,7,Upper Hudson,2013-10-30,chloride (as cl),47.8,mg/l,47.8,42.547778,-73.758611,,F
5923,13-LHUD-120.2,13,7,Upper Hudson,2008-10-29 12:30,chloride (as cl),23.9,mg/l,23.9,42.547778,-73.758611,,F
5924,13-LHUD-120.2,13,7,Upper Hudson,2007-09-17 8:00,chloride (as cl),35.1,mg/l,35.1,42.547778,-73.758611,,F
5925,13-LHUD-120.2,13,7,Upper Hudson,2010-04-14 12:45,chloride (as cl),18.4,mg/l,18.4,42.547778,-73.758611,,F
5926,13-LHUD-120.2,13,7,Upper Hudson,2008-05-19 12:00,chloride (as cl),24.9,mg/l,24.9,42.547778,-73.758611,,F
5927,13-LHUD-120.2,13,7,Upper Hudson,2006-09-11 7:30,chloride (as cl),28.9,mg/l,28.9,42.547778,-73.758611,,F
5928,13-LHUD-120.2,13,7,Upper Hudson,2013-07-31 13:15,chloride (as cl),23.6,mg/l,23.6,42.547778,-73.758611,,F
5929,13-LHUD-120.2,13,7,Upper Hudson,2006-06-19 8:00,chloride (as cl),20,mg/l,20,42.547778,-73.758611,,F
5930,13-LHUD-120.2,13,7,Upper Hudson,2016-08-08 14:00,chloride (as cl),34.4,mg/l,34.4,42.547778,-73.758611,,F
5931,13-LHUD-120.2,13,7,Upper Hudson,2012-10-15 12:30,chloride (as cl),30.7,mg/l,30.7,42.547778,-73.758611,,F
5932,13-LHUD-120.2,13,7,Upper Hudson,2005-06-20 10:45,chloride (as cl),20.5,mg/l,20.5,42.547778,-73.758611,,F
5933,13-LHUD-120.2,13,7,Upper Hudson,2009-05-12 0:30,chloride (as cl),19.3,mg/l,19.3,42.547778,-73.758611,,F
5934,13-LHUD-120.2,13,7,Upper Hudson,2016-10-04 14:00,chloride (as cl),33.4,mg/l,33.4,42.547778,-73.758611,,F
5935,13-LHUD-120.2,13,7,Upper Hudson,2014-04-30 12:15,chloride (as cl),23.8,mg/l,23.8,42.547778,-73.758611,,F
5936,13-LHUD-120.2,13,7,Upper Hudson,2009-09-22 13:00,chloride (as cl),25.8,mg/l,25.8,42.547778,-73.758611,,F
5937,13-LHUD-120.2,13,7,Upper Hudson,2007-05-15 9:00,chloride (as cl),19.8,mg/l,19.8,42.547778,-73.758611,,F
5938,13-LHUD-120.2,13,7,Upper Hudson,2005-10-24 12:00,chloride (as cl),21.3,mg/l,21.3,42.547778,-73.758611,,F
5939,13-LHUD-120.2,13,7,Upper Hudson,2008-08-20 13:30,chloride (as cl),22.4,mg/l,22.4,42.547778,-73.758611,,F
5940,13-LHUD-120.2,13,7,Upper Hudson,2014-06-24 12:30,chloride (as cl),22.2,mg/l,22.2,42.547778,-73.758611,,F
5941,13-LHUD-120.2,13,7,Upper Hudson,2014-08-11 13:00,chloride (as cl),27.8,mg/l,27.8,42.547778,-73.758611,,F
5942,13-LHUD-120.2,13,7,Upper Hudson,2016-06-23 10:00,chloride (as cl),26.9,mg/l,26.9,42.547778,-73.758611,,F
5943,13-LHUD-120.2,13,7,Upper Hudson,2009-08-11,chloride (as cl),18.4,mg/l,18.4,42.547778,-73.758611,,F
5944,13-LHUD-124.1,13,7,Upper Hudson,2002-04-23 10:00,chloride (as cl),16.8,mg/l,16.8,42.5953,-73.761,,F
5945,13-LHUD-124.1,13,7,Upper Hudson,2003-07-09 9:00,chloride (as cl),29.6,mg/l,29.6,42.5953,-73.761,,F
5946,13-LHUD-124.1,13,7,Upper Hudson,2001-10-30 11:00,chloride (as cl),31.7,mg/l,31.7,42.5953,-73.761,,F
5947,13-LHUD-124.1,13,7,Upper Hudson,2003-04-28 11:00,chloride (as cl),24.6,mg/l,24.6,42.5953,-73.761,,F
5948,13-LHUD-124.1,13,7,Upper Hudson,2004-05-11 12:00,chloride (as cl),35.4,mg/l,35.4,42.5953,-73.761,,F
5949,13-LHUD-124.1,13,7,Upper Hudson,2004-10-26 8:00,chloride (as cl),24.4,mg/l,24.4,42.5953,-73.761,,F
5950,13-LHUD-124.1,13,7,Upper Hudson,2002-10-29 10:00,chloride (as cl),25.1,mg/l,25.1,42.5953,-73.761,,F
5951,13-LHUD-124.1,13,7,Upper Hudson,2001-04-24 12:00,chloride (as cl),13.8,mg/l,13.8,42.5953,-73.761,,F
5952,13-LHUD-124.1,13,7,Upper Hudson,2003-08-04 13:00,chloride (as cl),26.4,mg/l,26.4,42.5953,-73.761,,F
5953,13-LHUD-124.1,13,7,Upper Hudson,2004-04-19 11:00,chloride (as cl),31.6,mg/l,31.6,42.5953,-73.761,,F
5954,13-LHUD-124.1,13,7,Upper Hudson,2002-06-25 10:00,chloride (as cl),17.9,mg/l,17.9,42.5953,-73.761,,F
5955,13-LHUD-124.1,13,7,Upper Hudson,2004-06-23 12:00,chloride (as cl),27.1,mg/l,27.1,42.5953,-73.761,,F
5956,13-LHUD-124.1,13,7,Upper Hudson,2002-05-14 10:00,chloride (as cl),26.8,mg/l,26.8,42.5953,-73.761,,F
5957,13-LHUD-124.1,13,7,Upper Hudson,2001-05-22 12:00,chloride (as cl),23.4,mg/l,23.4,42.5953,-73.761,,F
5958,13-LHUD-124.1,13,7,Upper Hudson,2001-09-10 11:00,chloride (as cl),30.5,mg/l,30.5,42.5953,-73.761,,F
5959,13-LHUD-124.1,13,7,Upper Hudson,2001-06-26 10:00,chloride (as cl),19.4,mg/l,19.4,42.5953,-73.761,,F
5960,13-LHUD-124.1,13,7,Upper Hudson,2003-10-15 12:00,chloride (as cl),23.5,mg/l,23.5,42.5953,-73.761,,F
5961,13-LHUD-124.1,13,7,Upper Hudson,2004-10-04 8:00,chloride (as cl),25.2,mg/l,25.2,42.5953,-73.761,,F
5962,13-LHUD-124.1,13,7,Upper Hudson,2001-07-31 11:00,chloride (as cl),26.7,mg/l,26.7,42.5953,-73.761,,F
5963,13-LHUD-124.1,13,7,Upper Hudson,2003-09-22 13:00,chloride (as cl),28.5,mg/l,28.5,42.5953,-73.761,,F
5964,13-LHUD-124.1,13,7,Upper Hudson,2003-05-20 13:00,chloride (as cl),21.8,mg/l,21.8,42.5953,-73.761,,F
5965,13-LHUD-124.1,13,7,Upper Hudson,2002-08-05 10:00,chloride (as cl),24.5,mg/l,24.5,42.5953,-73.761,,F
5966,13-LHUD-124.1,13,7,Upper Hudson,2002-09-18 9:00,chloride (as cl),26,mg/l,26,42.5953,-73.761,,F
5967,13-LHUD-125.8,13,7,Upper Hudson,2019-06-11 15:00,chloride (as cl),22,mg/l,22,42.619495,-73.758796,,F
5968,13-LHUD-125.8,13,7,Upper Hudson,2019-10-22 4:00,chloride (as cl),19.2,mg/l,19.2,42.619495,-73.758796,,F
5969,13-LHUD-125.8,13,7,Upper Hudson,2018-04-17 15:00,chloride (as cl),24.3,mg/l,24.3,42.619495,-73.758796,,F
5970,13-LHUD-125.8,13,7,Upper Hudson,2017-10-17 11:00,chloride (as cl),32.5,mg/l,32.5,42.619495,-73.758796,,F
5971,13-LHUD-125.8,13,7,Upper Hudson,2017-08-22 14:00,chloride (as cl),32,mg/l,32,42.619495,-73.758796,,F
5972,13-LHUD-125.8,13,7,Upper Hudson,2019-08-13 14:00,chloride (as cl),40.1,mg/l,40.1,42.619495,-73.758796,,F
5973,13-LHUD-125.8,13,7,Upper Hudson,2018-08-15 15:00,chloride (as cl),12.6,mg/l,12.6,42.619495,-73.758796,,F
5974,13-LHUD-125.8,13,7,Upper Hudson,2018-10-17 15:00,chloride (as cl),25,mg/l,25,42.619495,-73.758796,,F
5975,13-LHUD-125.8,13,7,Upper Hudson,2018-06-12 15:00,chloride (as cl),32.5,mg/l,32.5,42.619495,-73.758796,,F
5976,13-LHUD-125.8,13,7,Upper Hudson,2019-04-16 15:00,chloride (as cl),18.9,mg/l,18.9,42.619495,-73.758796,,F
5977,13-LHUD-50.6,13,8,Upper Hudson,2018-08-14 16:51,chloride (as cl),40.7,mg/l,40.7,41.503888,-73.9875,,F
5978,13-LHUD-66.3,13,7,Upper Hudson,2005-09-14 9:30,chloride (as cl),31.7,mg/l,31.7,41.7206,-73.9388,,F
5979,13-LHUD-66.3,13,7,Upper Hudson,2006-09-12 11:30,chloride (as cl),23,mg/l,23,41.7206,-73.9388,,F
5980,13-LHUD-66.3,13,7,Upper Hudson,2001-05-23 12:00,chloride (as cl),14.5,mg/l,14.5,41.7206,-73.9388,,F
5981,13-LHUD-66.3,13,7,Upper Hudson,2001-06-25 12:00,chloride (as cl),20.7,mg/l,20.7,41.7206,-73.9388,,F
5982,13-LHUD-66.3,13,7,Upper Hudson,2004-10-05 11:00,chloride (as cl),17.4,mg/l,17.4,41.7206,-73.9388,,F
5983,13-LHUD-66.3,13,7,Upper Hudson,2003-09-24 12:00,chloride (as cl),22.2,mg/l,22.2,41.7206,-73.9388,,F
5984,13-LHUD-66.3,13,7,Upper Hudson,2007-09-18 11:15,chloride (as cl),38.1,mg/l,38.1,41.7206,-73.9388,,F
5985,13-LHUD-66.3,13,7,Upper Hudson,2003-08-06 13:00,chloride (as cl),29.4,mg/l,29.4,41.7206,-73.9388,,F
5986,13-LHUD-66.3,13,7,Upper Hudson,2013-04-24 9:00,chloride (as cl),22.3,mg/l,22.3,41.7206,-73.9388,,F
5987,13-LHUD-66.3,13,7,Upper Hudson,2001-07-30 12:00,chloride (as cl),20,mg/l,20,41.7206,-73.9388,,F
5988,13-LHUD-66.3,13,7,Upper Hudson,2002-08-06 12:00,chloride (as cl),21.6,mg/l,21.6,41.7206,-73.9388,,F
5989,13-LHUD-66.3,13,7,Upper Hudson,2009-09-22 9:30,chloride (as cl),22.7,mg/l,22.7,41.7206,-73.9388,,F
5990,13-LHUD-66.3,13,7,Upper Hudson,2014-04-29 9:00,chloride (as cl),16.8,mg/l,16.8,41.7206,-73.9388,,F
5991,13-LHUD-66.3,13,7,Upper Hudson,2004-08-16 12:00,chloride (as cl),26.4,mg/l,26.4,41.7206,-73.9388,,F
5992,13-LHUD-66.3,13,7,Upper Hudson,2007-10-30 12:00,chloride (as cl),37,mg/l,37,41.7206,-73.9388,,F
5993,13-LHUD-66.3,13,7,Upper Hudson,2016-06-23 12:00,chloride (as cl),26.6,mg/l,26.6,41.7206,-73.9388,,F
5994,13-LHUD-66.3,13,7,Upper Hudson,2011-09-27 9:30,chloride (as cl),19.2,mg/l,19.2,41.7206,-73.9388,,F
5995,13-LHUD-66.3,13,7,Upper Hudson,2006-07-18 11:30,chloride (as cl),14,mg/l,14,41.7206,-73.9388,,F
5996,13-LHUD-66.3,13,7,Upper Hudson,2011-08-09 9:00,chloride (as cl),21,mg/l,21,41.7206,-73.9388,,F
5997,13-LHUD-66.3,13,7,Upper Hudson,2012-10-15 9:00,chloride (as cl),30.2,mg/l,30.2,41.7206,-73.9388,,F
5998,13-LHUD-66.3,13,7,Upper Hudson,2009-11-03 9:00,chloride (as cl),18.8,mg/l,18.8,41.7206,-73.9388,,F
5999,13-LHUD-66.3,13,7,Upper Hudson,2007-07-23 11:30,chloride (as cl),30.4,mg/l,30.4,41.7206,-73.9388,,F
6000,13-LHUD-66.3,13,7,Upper Hudson,2005-07-26 10:00,chloride (as cl),21.8,mg/l,21.8,41.7206,-73.9388,,F
6001,13-LHUD-66.3,13,7,Upper Hudson,2012-04-16 9:00,chloride (as cl),18.2,mg/l,18.2,41.7206,-73.9388,,F
6002,13-LHUD-66.3,13,7,Upper Hudson,2001-10-29 12:00,chloride (as cl),42.5,mg/l,42.5,41.7206,-73.9388,,F
6003,13-LHUD-66.3,13,7,Upper Hudson,2009-04-21 9:00,chloride (as cl),18.6,mg/l,18.6,41.7206,-73.9388,,F
6004,13-LHUD-66.3,13,7,Upper Hudson,2016-10-04 11:00,chloride (as cl),40,mg/l,40,41.7206,-73.9388,,F
6005,13-LHUD-66.3,13,7,Upper Hudson,2002-09-17 12:00,chloride (as cl),181,mg/l,181,41.7206,-73.9388,,F
6006,13-LHUD-66.3,13,7,Upper Hudson,2016-04-26 14:00,chloride (as cl),15.5,mg/l,15.5,41.7206,-73.9388,,F
6007,13-LHUD-66.3,13,7,Upper Hudson,2008-10-08 9:00,chloride (as cl),27.6,mg/l,27.6,41.7206,-73.9388,,F
6008,13-LHUD-66.3,13,7,Upper Hudson,2008-10-29 9:30,chloride (as cl),32.4,mg/l,32.4,41.7206,-73.9388,,F
6009,13-LHUD-66.3,13,7,Upper Hudson,2011-07-06 9:45,chloride (as cl),23.1,mg/l,23.1,41.7206,-73.9388,,F
6010,13-LHUD-66.3,13,7,Upper Hudson,2013-07-31 9:30,chloride (as cl),18.6,mg/l,18.6,41.7206,-73.9388,,F
6011,13-LHUD-66.3,13,7,Upper Hudson,2005-06-21 10:00,chloride (as cl),27.6,mg/l,27.6,41.7206,-73.9388,,F
6012,13-LHUD-66.3,13,7,Upper Hudson,2015-08-11 11:00,chloride (as cl),25.7,mg/l,25.7,41.7206,-73.9388,,F
6013,13-LHUD-66.3,13,7,Upper Hudson,2013-09-11 11:00,chloride (as cl),26.7,mg/l,26.7,41.7206,-73.9388,,F
6014,13-LHUD-66.3,13,7,Upper Hudson,2004-05-12 11:00,chloride (as cl),28,mg/l,28,41.7206,-73.9388,,F
6015,13-LHUD-66.3,13,7,Upper Hudson,2005-10-25 9:00,chloride (as cl),22.2,mg/l,22.2,41.7206,-73.9388,,F
6016,13-LHUD-66.3,13,7,Upper Hudson,2003-05-19 12:00,chloride (as cl),26,mg/l,26,41.7206,-73.9388,,F
6017,13-LHUD-66.3,13,7,Upper Hudson,2002-10-28 12:00,chloride (as cl),27.5,mg/l,27.5,41.7206,-73.9388,,F
6018,13-LHUD-66.3,13,7,Upper Hudson,2012-07-02 8:30,chloride (as cl),20.1,mg/l,20.1,41.7206,-73.9388,,F
6019,13-LHUD-66.3,13,7,Upper Hudson,2012-05-21 9:00,chloride (as cl),17.1,mg/l,17.1,41.7206,-73.9388,,F
6020,13-LHUD-66.3,13,7,Upper Hudson,2016-04-27 11:00,chloride (as cl),28.9,mg/l,28.9,41.7206,-73.9388,,F
6021,13-LHUD-66.3,13,7,Upper Hudson,2012-09-04 9:30,chloride (as cl),31.7,mg/l,31.7,41.7206,-73.9388,,F
6022,13-LHUD-66.3,13,7,Upper Hudson,2015-06-23 9:00,chloride (as cl),33.4,mg/l,33.4,41.7206,-73.9388,,F
6023,13-LHUD-66.3,13,7,Upper Hudson,2006-06-20 12:00,chloride (as cl),17.2,mg/l,17.2,41.7206,-73.9388,,F
6024,13-LHUD-66.3,13,7,Upper Hudson,2004-04-20 12:00,chloride (as cl),28,mg/l,28,41.7206,-73.9388,,F
6025,13-LHUD-66.3,13,7,Upper Hudson,2009-08-11 9:00,chloride (as cl),17.8,mg/l,17.8,41.7206,-73.9388,,F
6026,13-LHUD-66.3,13,7,Upper Hudson,2007-05-14 12:00,chloride (as cl),14.1,mg/l,14.1,41.7206,-73.9388,,F
6027,13-LHUD-66.3,13,7,Upper Hudson,2009-06-23 10:00,chloride (as cl),21.8,mg/l,21.8,41.7206,-73.9388,,F
6028,13-LHUD-66.3,13,7,Upper Hudson,2006-10-23 12:00,chloride (as cl),23.5,mg/l,23.5,41.7206,-73.9388,,F
6029,13-LHUD-66.3,13,7,Upper Hudson,2014-10-07 9:00,chloride (as cl),40.6,mg/l,40.6,41.7206,-73.9388,,F
6030,13-LHUD-66.3,13,7,Upper Hudson,2010-05-12 10:00,chloride (as cl),22.2,mg/l,22.2,41.7206,-73.9388,,F
6031,13-LHUD-66.3,13,7,Upper Hudson,2015-04-28 10:00,chloride (as cl),23.9,mg/l,23.9,41.7206,-73.9388,,F
6032,13-LHUD-66.3,13,7,Upper Hudson,2008-05-19 9:00,chloride (as cl),17.9,mg/l,17.9,41.7206,-73.9388,,F
6033,13-LHUD-66.3,13,7,Upper Hudson,2008-04-28 9:00,chloride (as cl),13.2,mg/l,13.2,41.7206,-73.9388,,F
6034,13-LHUD-66.3,13,7,Upper Hudson,2011-04-25 9:00,chloride (as cl),16.8,mg/l,16.8,41.7206,-73.9388,,F
6035,13-LHUD-66.3,13,7,Upper Hudson,2003-07-07 12:00,chloride (as cl),24.6,mg/l,24.6,41.7206,-73.9388,,F
6036,13-LHUD-66.3,13,7,Upper Hudson,2002-06-24 12:00,chloride (as cl),18.3,mg/l,18.3,41.7206,-73.9388,,F
6037,13-LHUD-66.3,13,7,Upper Hudson,2005-04-18,chloride (as cl),20.6,mg/l,20.6,41.7206,-73.9388,,F
6038,13-LHUD-66.3,13,7,Upper Hudson,2014-08-12 11:00,chloride (as cl),27,mg/l,27,41.7206,-73.9388,,F
6039,13-LHUD-66.3,13,7,Upper Hudson,2014-06-23 9:30,chloride (as cl),27.6,mg/l,27.6,41.7206,-73.9388,,F
6040,13-LHUD-66.3,13,7,Upper Hudson,2015-10-06 10:00,chloride (as cl),35.8,mg/l,35.8,41.7206,-73.9388,,F
6041,13-LHUD-66.3,13,7,Upper Hudson,2008-08-20 10:00,chloride (as cl),24.8,mg/l,24.8,41.7206,-73.9388,,F
6042,13-LHUD-66.3,13,7,Upper Hudson,2004-10-25 12:00,chloride (as cl),19.4,mg/l,19.4,41.7206,-73.9388,,F
6043,13-LHUD-66.3,13,7,Upper Hudson,2013-06-05 9:30,chloride (as cl),21.3,mg/l,21.3,41.7206,-73.9388,,F
6044,13-LHUD-66.3,13,7,Upper Hudson,2011-10-25 9:30,chloride (as cl),20.3,mg/l,20.3,41.7206,-73.9388,,F
6045,13-LHUD-66.3,13,7,Upper Hudson,2013-07-10 9:30,chloride (as cl),14.3,mg/l,14.3,41.7206,-73.9388,,F
6046,13-LHUD-66.3,13,7,Upper Hudson,2006-04-17 11:00,chloride (as cl),26.1,mg/l,26.1,41.7206,-73.9388,,F
6047,13-LHUD-66.3,13,7,Upper Hudson,2012-06-11 8:30,chloride (as cl),19.5,mg/l,19.5,41.7206,-73.9388,,F
6048,13-LHUD-66.3,13,7,Upper Hudson,2009-05-12 9:15,chloride (as cl),25.7,mg/l,25.7,41.7206,-73.9388,,F
6049,13-LHUD-66.3,13,7,Upper Hudson,2008-07-02 9:00,chloride (as cl),31.3,mg/l,31.3,41.7206,-73.9388,,F
6050,13-LHUD-66.3,13,7,Upper Hudson,2002-04-22 12:00,chloride (as cl),20.8,mg/l,20.8,41.7206,-73.9388,,F
6051,13-LHUD-66.3,13,7,Upper Hudson,2004-06-21 12:00,chloride (as cl),18.9,mg/l,18.9,41.7206,-73.9388,,F
6052,13-LHUD-66.3,13,7,Upper Hudson,2010-08-11 9:45,chloride (as cl),23.8,mg/l,23.8,41.7206,-73.9388,,F
6053,13-LHUD-66.3,13,7,Upper Hudson,2010-09-27 9:15,chloride (as cl),30.3,mg/l,30.3,41.7206,-73.9388,,F
6054,13-LHUD-66.3,13,7,Upper Hudson,2013-10-30,chloride (as cl),34,mg/l,34,41.7206,-73.9388,,F
6055,13-LHUD-66.3,13,7,Upper Hudson,2010-10-19 10:00,chloride (as cl),17.4,mg/l,17.4,41.7206,-73.9388,,F
6056,13-LHUD-66.3,13,7,Upper Hudson,2003-10-14 12:00,chloride (as cl),24.3,mg/l,24.3,41.7206,-73.9388,,F
6057,13-LHUD-66.3,13,7,Upper Hudson,2005-05-10 10:00,chloride (as cl),17.2,mg/l,17.2,41.7206,-73.9388,,F
6058,13-LHUD-66.3,13,7,Upper Hudson,2003-04-30 12:00,chloride (as cl),22.1,mg/l,22.1,41.7206,-73.9388,,F
6059,13-LHUD-66.3,13,7,Upper Hudson,2002-05-13 12:00,chloride (as cl),25,mg/l,25,41.7206,-73.9388,,F
