"LAKE_WATERBODY_NAME","SAMPLE_DATE","SAMPLE_TIME","INFORMATION_TYPE","CHARACTERISTIC_NAME","RSLT_RESULT_SAMPLE_FRACTION","RSLT_RESULT_UNIT","RSLT_RESULT_VALUE"
"SHAVER POND",1994-08-23,"1994-08-23 00:00:00","Open Water","PH",NA,"pH units",7.36
"SHAVER POND",1994-08-23,"1994-08-23 00:00:00","Open Water","PHOSPHORUS, TOTAL","TOTAL","mg/L",0.007
"SHAVER POND",1994-08-23,"1994-08-23 00:00:00","Open Water","SPECIFIC CONDUCTANCE",NA,"uS/cm",42
"SHAVER POND",1994-08-23,"1994-08-23 00:00:00","Open Water","TEMPERATURE",NA,"deg C",19
"SHAVER POND",1994-08-23,"1994-08-23 00:00:00","Open Water","TRUE COLOR","TOTAL","color units",8
"SHAVER POND",1994-08-23,"1994-08-23 00:00:00","Secchi Depth","DEPTH, SECCHI DISK DEPTH",NA,"m",2
"SHAVER POND",1994-09-06,"1994-09-06 00:00:00","Open Water","ACIDITY, HYDROGEN ION (H+)",NA,NA,4.466836e-08
"SHAVER POND",1994-09-06,"1994-09-06 00:00:00","Open Water","CHLOROPHYLL A","TOTAL","ug/L",7.27
"SHAVER POND",1994-09-06,"1994-09-06 00:00:00","Open Water","NITROGEN, NITRATE-NITRITE","TOTAL","mg/L",0.01
"SHAVER POND",1994-09-06,"1994-09-06 00:00:00","Open Water","PH",NA,"pH units",7.35
"SHAVER POND",1994-09-06,"1994-09-06 00:00:00","Open Water","PHOSPHORUS, TOTAL","TOTAL","mg/L",0.009
"SHAVER POND",1994-09-06,"1994-09-06 00:00:00","Open Water","SPECIFIC CONDUCTANCE",NA,"uS/cm",41
"SHAVER POND",1994-09-06,"1994-09-06 00:00:00","Open Water","TEMPERATURE",NA,"deg C",18
"SHAVER POND",1994-09-06,"1994-09-06 00:00:00","Open Water","TRUE COLOR","TOTAL","color units",6
"SHAVER POND",1994-09-06,"1994-09-06 00:00:00","Secchi Depth","DEPTH, SECCHI DISK DEPTH",NA,"m",1.875
"SHAVER POND",1994-09-20,"1994-09-20 00:00:00","Open Water","ACIDITY, HYDROGEN ION (H+)",NA,NA,6.025596e-08
"SHAVER POND",1994-09-20,"1994-09-20 00:00:00","Open Water","CHLOROPHYLL A","TOTAL","ug/L",4.8
"SHAVER POND",1994-09-20,"1994-09-20 00:00:00","Open Water","NITROGEN, NITRATE-NITRITE","TOTAL","mg/L",0.01
"SHAVER POND",1994-09-20,"1994-09-20 00:00:00","Open Water","PH",NA,"pH units",7.22
"SHAVER POND",1994-09-20,"1994-09-20 00:00:00","Open Water","PHOSPHORUS, TOTAL","TOTAL","mg/L",0.01
"SHAVER POND",1994-09-20,"1994-09-20 00:00:00","Open Water","SPECIFIC CONDUCTANCE",NA,"uS/cm",41
"SHAVER POND",1994-09-20,"1994-09-20 00:00:00","Open Water","TEMPERATURE",NA,"deg C",18
"SHAVER POND",1994-09-20,"1994-09-20 00:00:00","Open Water","TRUE COLOR","TOTAL","color units",2
"SHAVER POND",1994-09-20,"1994-09-20 00:00:00","Secchi Depth","DEPTH, SECCHI DISK DEPTH",NA,"m",2
"SHAVER POND",1994-10-04,"1994-10-04 00:00:00","Open Water","ACIDITY, HYDROGEN ION (H+)",NA,NA,4.897788e-08
"SHAVER POND",1994-10-04,"1994-10-04 00:00:00","Open Water","CHLOROPHYLL A","TOTAL","ug/L",3.54
"SHAVER POND",1994-10-04,"1994-10-04 00:00:00","Open Water","NITROGEN, NITRATE-NITRITE","TOTAL","mg/L",0.01
"SHAVER POND",1994-10-04,"1994-10-04 00:00:00","Open Water","PH",NA,"pH units",7.31
"SHAVER POND",1994-10-04,"1994-10-04 00:00:00","Open Water","PHOSPHORUS, TOTAL","TOTAL","mg/L",0.013
"SHAVER POND",1994-10-04,"1994-10-04 00:00:00","Open Water","SPECIFIC CONDUCTANCE",NA,"uS/cm",41
"SHAVER POND",1994-10-04,"1994-10-04 00:00:00","Open Water","TEMPERATURE",NA,"deg C",14
"SHAVER POND",1994-10-04,"1994-10-04 00:00:00","Open Water","TRUE COLOR","TOTAL","color units",8
"SHAVER POND",1994-10-04,"1994-10-04 00:00:00","Secchi Depth","DEPTH, SECCHI DISK DEPTH",NA,"m",2.5
"SHAVER POND",1994-10-18,"1994-10-18 00:00:00","Open Water","ACIDITY, HYDROGEN ION (H+)",NA,NA,6.16595e-08
"SHAVER POND",1994-10-18,"1994-10-18 00:00:00","Open Water","CHLOROPHYLL A","TOTAL","ug/L",4.34
"SHAVER POND",1994-10-18,"1994-10-18 00:00:00","Open Water","NITROGEN, NITRATE-NITRITE","TOTAL","mg/L",0.01
"SHAVER POND",1994-10-18,"1994-10-18 00:00:00","Open Water","PH",NA,"pH units",7.21
"SHAVER POND",1994-10-18,"1994-10-18 00:00:00","Open Water","PHOSPHORUS, TOTAL","TOTAL","mg/L",0.011
"SHAVER POND",1994-10-18,"1994-10-18 00:00:00","Open Water","SPECIFIC CONDUCTANCE",NA,"uS/cm",42
"SHAVER POND",1994-10-18,"1994-10-18 00:00:00","Open Water","TEMPERATURE",NA,"deg C",12
"SHAVER POND",1994-10-18,"1994-10-18 00:00:00","Open Water","TRUE COLOR","TOTAL","color units",8
"SHAVER POND",1994-10-18,"1994-10-18 00:00:00","Secchi Depth","DEPTH, SECCHI DISK DEPTH",NA,"m",2.5
"SHAVER POND",1995-04-25,"1995-04-25 00:00:00","Open Water","ACIDITY, HYDROGEN ION (H+)",NA,NA,1e-07
"SHAVER POND",1995-04-25,"1995-04-25 00:00:00","Open Water","CHLOROPHYLL A","TOTAL","ug/L",4.51
"SHAVER POND",1995-04-25,"1995-04-25 00:00:00","Open Water","NITROGEN, NITRATE-NITRITE","TOTAL","mg/L",0.01
"SHAVER POND",1995-04-25,"1995-04-25 00:00:00","Open Water","PH",NA,"pH units",7
"SHAVER POND",1995-04-25,"1995-04-25 00:00:00","Open Water","PHOSPHORUS, TOTAL","TOTAL","mg/L",0.009
"SHAVER POND",1995-04-25,"1995-04-25 00:00:00","Open Water","SPECIFIC CONDUCTANCE",NA,"uS/cm",44
"SHAVER POND",1995-04-25,"1995-04-25 00:00:00","Open Water","TEMPERATURE",NA,"deg C",8
"SHAVER POND",1995-04-25,"1995-04-25 00:00:00","Open Water","TRUE COLOR","TOTAL","color units",10
"SHAVER POND",1995-04-25,"1995-04-25 00:00:00","Secchi Depth","DEPTH, SECCHI DISK DEPTH",NA,"m",4.6
"SHAVER POND",1995-05-17,"1995-05-17 00:00:00","Bottom Sample","PHOSPHORUS, TOTAL","TOTAL","mg/L",0.014
"SHAVER POND",1995-05-17,"1995-05-17 00:00:00","Bottom Sample","TEMPERATURE",NA,"deg C",10
"SHAVER POND",1995-05-17,"1995-05-17 00:00:00","Open Water","ACIDITY, HYDROGEN ION (H+)",NA,NA,1.047129e-07
"SHAVER POND",1995-05-17,"1995-05-17 00:00:00","Open Water","CHLOROPHYLL A","TOTAL","ug/L",2.15
"SHAVER POND",1995-05-17,"1995-05-17 00:00:00","Open Water","NITROGEN, NITRATE-NITRITE","TOTAL","mg/L",0.01
"SHAVER POND",1995-05-17,"1995-05-17 00:00:00","Open Water","PH",NA,"pH units",6.98
"SHAVER POND",1995-05-17,"1995-05-17 00:00:00","Open Water","PHOSPHORUS, TOTAL","TOTAL","mg/L",0.009
"SHAVER POND",1995-05-17,"1995-05-17 00:00:00","Open Water","SPECIFIC CONDUCTANCE",NA,"uS/cm",44
"SHAVER POND",1995-05-17,"1995-05-17 00:00:00","Open Water","TEMPERATURE",NA,"deg C",14
"SHAVER POND",1995-05-17,"1995-05-17 00:00:00","Open Water","TRUE COLOR","TOTAL","color units",9
"SHAVER POND",1995-05-17,"1995-05-17 00:00:00","Secchi Depth","DEPTH, SECCHI DISK DEPTH",NA,"m",2.6
"SHAVER POND",1995-05-22,"1995-05-22 00:00:00","Open Water","ACIDITY, HYDROGEN ION (H+)",NA,NA,1.698244e-07
"SHAVER POND",1995-05-22,"1995-05-22 00:00:00","Open Water","ACIDITY, HYDROGEN ION (H+)",NA,NA,8.317638e-08
"SHAVER POND",1995-05-22,"1995-05-22 00:00:00","Open Water","CHLOROPHYLL A","TOTAL","ug/L",2.16
"SHAVER POND",1995-05-22,"1995-05-22 00:00:00","Open Water","CHLOROPHYLL A","TOTAL","ug/L",2.23
"SHAVER POND",1995-05-22,"1995-05-22 00:00:00","Open Water","NITROGEN, NITRATE-NITRITE","TOTAL","mg/L",0.01
"SHAVER POND",1995-05-22,"1995-05-22 00:00:00","Open Water","PH",NA,"pH units",7.08
"SHAVER POND",1995-05-22,"1995-05-22 00:00:00","Open Water","PH",NA,"pH units",6.77
"SHAVER POND",1995-05-22,"1995-05-22 00:00:00","Open Water","PHOSPHORUS, TOTAL","TOTAL","mg/L",0.01
"SHAVER POND",1995-05-22,"1995-05-22 00:00:00","Open Water","SPECIFIC CONDUCTANCE",NA,"uS/cm",45
"SHAVER POND",1995-05-22,"1995-05-22 00:00:00","Open Water","SPECIFIC CONDUCTANCE",NA,"uS/cm",44
"SHAVER POND",1995-05-22,"1995-05-22 00:00:00","Open Water","TEMPERATURE",NA,"deg C",16
"SHAVER POND",1995-05-22,"1995-05-22 00:00:00","Open Water","TRUE COLOR","TOTAL","color units",9
"SHAVER POND",1995-05-22,"1995-05-22 00:00:00","Open Water","TRUE COLOR","TOTAL","color units",8
"SHAVER POND",1995-05-22,"1995-05-22 00:00:00","Secchi Depth","DEPTH, SECCHI DISK DEPTH",NA,"m",2.625
"SHAVER POND",1995-06-05,"1995-06-05 00:00:00","Bottom Sample","PHOSPHORUS, TOTAL","TOTAL","mg/L",0.011
"SHAVER POND",1995-06-05,"1995-06-05 00:00:00","Bottom Sample","TEMPERATURE",NA,"deg C",12
"SHAVER POND",1995-06-05,"1995-06-05 00:00:00","Open Water","ACIDITY, HYDROGEN ION (H+)",NA,NA,2.398833e-07
"SHAVER POND",1995-06-05,"1995-06-05 00:00:00","Open Water","CHLOROPHYLL A","TOTAL","ug/L",2.83
"SHAVER POND",1995-06-05,"1995-06-05 00:00:00","Open Water","NITROGEN, NITRATE-NITRITE","TOTAL","mg/L",0.01
"SHAVER POND",1995-06-05,"1995-06-05 00:00:00","Open Water","PH",NA,"pH units",6.62
"SHAVER POND",1995-06-05,"1995-06-05 00:00:00","Open Water","PHOSPHORUS, TOTAL","TOTAL","mg/L",0.01
"SHAVER POND",1995-06-05,"1995-06-05 00:00:00","Open Water","SPECIFIC CONDUCTANCE",NA,"uS/cm",44
"SHAVER POND",1995-06-05,"1995-06-05 00:00:00","Open Water","TEMPERATURE",NA,"deg C",21
"SHAVER POND",1995-06-05,"1995-06-05 00:00:00","Open Water","TRUE COLOR","TOTAL","color units",8
"SHAVER POND",1995-06-05,"1995-06-05 00:00:00","Secchi Depth","DEPTH, SECCHI DISK DEPTH",NA,"m",2.125
"SHAVER POND",1995-06-19,"1995-06-19 00:00:00","Open Water","ACIDITY, HYDROGEN ION (H+)",NA,NA,8.912509e-08
"SHAVER POND",1995-06-19,"1995-06-19 00:00:00","Open Water","CHLOROPHYLL A","TOTAL","ug/L",1.61
"SHAVER POND",1995-06-19,"1995-06-19 00:00:00","Open Water","NITROGEN, NITRATE-NITRITE","TOTAL","mg/L",0.02
"SHAVER POND",1995-06-19,"1995-06-19 00:00:00","Open Water","PH",NA,"pH units",7.05
"SHAVER POND",1995-06-19,"1995-06-19 00:00:00","Open Water","PHOSPHORUS, TOTAL","TOTAL","mg/L",0.009
"SHAVER POND",1995-06-19,"1995-06-19 00:00:00","Open Water","SPECIFIC CONDUCTANCE",NA,"uS/cm",46
"SHAVER POND",1995-06-19,"1995-06-19 00:00:00","Open Water","TEMPERATURE",NA,"deg C",24
"SHAVER POND",1995-06-19,"1995-06-19 00:00:00","Open Water","TRUE COLOR","TOTAL","color units",9
"SHAVER POND",1995-06-19,"1995-06-19 00:00:00","Secchi Depth","DEPTH, SECCHI DISK DEPTH",NA,"m",2.25
"SHAVER POND",1995-07-03,"1995-07-03 00:00:00","Bottom Sample","PHOSPHORUS, TOTAL","TOTAL","mg/L",0.014
"SHAVER POND",1995-07-03,"1995-07-03 00:00:00","Bottom Sample","TEMPERATURE",NA,"deg C",12
"SHAVER POND",1995-07-03,"1995-07-03 00:00:00","Open Water","ACIDITY, HYDROGEN ION (H+)",NA,NA,8.912509e-08
"SHAVER POND",1995-07-03,"1995-07-03 00:00:00","Open Water","CHLOROPHYLL A","TOTAL","ug/L",1.91
"SHAVER POND",1995-07-03,"1995-07-03 00:00:00","Open Water","NITROGEN, NITRATE-NITRITE","TOTAL","mg/L",0.01
"SHAVER POND",1995-07-03,"1995-07-03 00:00:00","Open Water","PH",NA,"pH units",7.05
"SHAVER POND",1995-07-03,"1995-07-03 00:00:00","Open Water","PHOSPHORUS, TOTAL","TOTAL","mg/L",0.01
"SHAVER POND",1995-07-03,"1995-07-03 00:00:00","Open Water","SPECIFIC CONDUCTANCE",NA,"uS/cm",46
"SHAVER POND",1995-07-03,"1995-07-03 00:00:00","Open Water","TEMPERATURE",NA,"deg C",24
"SHAVER POND",1995-07-03,"1995-07-03 00:00:00","Open Water","TRUE COLOR","TOTAL","color units",10
"SHAVER POND",1995-07-03,"1995-07-03 00:00:00","Secchi Depth","DEPTH, SECCHI DISK DEPTH",NA,"m",2.5
"SHAVER POND",1995-07-17,"1995-07-17 00:00:00","Open Water","ACIDITY, HYDROGEN ION (H+)",NA,NA,5.754399e-08
"SHAVER POND",1995-07-17,"1995-07-17 00:00:00","Open Water","CHLOROPHYLL A","TOTAL","ug/L",2.32
"SHAVER POND",1995-07-17,"1995-07-17 00:00:00","Open Water","NITROGEN, NITRATE-NITRITE","TOTAL","mg/L",0.01
"SHAVER POND",1995-07-17,"1995-07-17 00:00:00","Open Water","PH",NA,"pH units",7.24
"SHAVER POND",1995-07-17,"1995-07-17 00:00:00","Open Water","PHOSPHORUS, TOTAL","TOTAL","mg/L",0.009
"SHAVER POND",1995-07-17,"1995-07-17 00:00:00","Open Water","SPECIFIC CONDUCTANCE",NA,"uS/cm",47
"SHAVER POND",1995-07-17,"1995-07-17 00:00:00","Open Water","TEMPERATURE",NA,"deg C",26
"SHAVER POND",1995-07-17,"1995-07-17 00:00:00","Open Water","TRUE COLOR","TOTAL","color units",5
"SHAVER POND",1995-07-17,"1995-07-17 00:00:00","Secchi Depth","DEPTH, SECCHI DISK DEPTH",NA,"m",3.125
"SHAVER POND",1995-07-31,"1995-07-31 00:00:00","Open Water","ACIDITY, HYDROGEN ION (H+)",NA,NA,4.570882e-08
"SHAVER POND",1995-07-31,"1995-07-31 00:00:00","Open Water","CHLOROPHYLL A","TOTAL","ug/L",2.83
"SHAVER POND",1995-07-31,"1995-07-31 00:00:00","Open Water","NITROGEN, NITRATE-NITRITE","TOTAL","mg/L",0.01
"SHAVER POND",1995-07-31,"1995-07-31 00:00:00","Open Water","PH",NA,"pH units",7.34
"SHAVER POND",1995-07-31,"1995-07-31 00:00:00","Open Water","PHOSPHORUS, TOTAL","TOTAL","mg/L",0.008
"SHAVER POND",1995-07-31,"1995-07-31 00:00:00","Open Water","SPECIFIC CONDUCTANCE",NA,"uS/cm",45
"SHAVER POND",1995-07-31,"1995-07-31 00:00:00","Open Water","TEMPERATURE",NA,"deg C",28
"SHAVER POND",1995-07-31,"1995-07-31 00:00:00","Open Water","TRUE COLOR","TOTAL","color units",5
"SHAVER POND",1995-07-31,"1995-07-31 00:00:00","Secchi Depth","DEPTH, SECCHI DISK DEPTH",NA,"m",2.375
"SHAVER POND",1995-08-14,"1995-08-14 00:00:00","Bottom Sample","PHOSPHORUS, TOTAL","TOTAL","mg/L",0.015
"SHAVER POND",1995-08-14,"1995-08-14 00:00:00","Bottom Sample","TEMPERATURE",NA,"deg C",15
"SHAVER POND",1995-08-14,"1995-08-14 00:00:00","Open Water","ACIDITY, HYDROGEN ION (H+)",NA,NA,5.888437e-08
"SHAVER POND",1995-08-14,"1995-08-14 00:00:00","Open Water","CHLOROPHYLL A","TOTAL","ug/L",4.34
"SHAVER POND",1995-08-14,"1995-08-14 00:00:00","Open Water","NITROGEN, NITRATE-NITRITE","TOTAL","mg/L",0.01
"SHAVER POND",1995-08-14,"1995-08-14 00:00:00","Open Water","PH",NA,"pH units",7.23
"SHAVER POND",1995-08-14,"1995-08-14 00:00:00","Open Water","PHOSPHORUS, TOTAL","TOTAL","mg/L",0.009
"SHAVER POND",1995-08-14,"1995-08-14 00:00:00","Open Water","SPECIFIC CONDUCTANCE",NA,"uS/cm",46
"SHAVER POND",1995-08-14,"1995-08-14 00:00:00","Open Water","TEMPERATURE",NA,"deg C",26
"SHAVER POND",1995-08-14,"1995-08-14 00:00:00","Open Water","TRUE COLOR","TOTAL","color units",10
"SHAVER POND",1995-08-14,"1995-08-14 00:00:00","Secchi Depth","DEPTH, SECCHI DISK DEPTH",NA,"m",2
"SHAVER POND",1995-08-29,"1995-08-29 00:00:00","Bottom Sample","PHOSPHORUS, TOTAL","TOTAL","mg/L",0.015
"SHAVER POND",1995-08-29,"1995-08-29 00:00:00","Bottom Sample","TEMPERATURE",NA,"deg C",6.1
"SHAVER POND",1995-08-29,"1995-08-29 00:00:00","Open Water","ACIDITY, HYDROGEN ION (H+)",NA,NA,6.025596e-08
"SHAVER POND",1995-08-29,"1995-08-29 00:00:00","Open Water","CHLOROPHYLL A","TOTAL","ug/L",3.65
"SHAVER POND",1995-08-29,"1995-08-29 00:00:00","Open Water","NITROGEN, NITRATE-NITRITE","TOTAL","mg/L",0.01
"SHAVER POND",1995-08-29,"1995-08-29 00:00:00","Open Water","PH",NA,"pH units",7.22
"SHAVER POND",1995-08-29,"1995-08-29 00:00:00","Open Water","PHOSPHORUS, TOTAL","TOTAL","mg/L",0.007
"SHAVER POND",1995-08-29,"1995-08-29 00:00:00","Open Water","SPECIFIC CONDUCTANCE",NA,"uS/cm",48
"SHAVER POND",1995-08-29,"1995-08-29 00:00:00","Open Water","TEMPERATURE",NA,"deg C",21.2
"SHAVER POND",1995-08-29,"1995-08-29 00:00:00","Open Water","TRUE COLOR","TOTAL","color units",5
"SHAVER POND",1995-09-11,"1995-09-11 00:00:00","Open Water","ACIDITY, HYDROGEN ION (H+)",NA,NA,9.772372e-08
"SHAVER POND",1995-09-11,"1995-09-11 00:00:00","Open Water","CHLOROPHYLL A","TOTAL","ug/L",3.67
"SHAVER POND",1995-09-11,"1995-09-11 00:00:00","Open Water","NITROGEN, NITRATE-NITRITE","TOTAL","mg/L",0.01
"SHAVER POND",1995-09-11,"1995-09-11 00:00:00","Open Water","PH",NA,"pH units",7.01
"SHAVER POND",1995-09-11,"1995-09-11 00:00:00","Open Water","PHOSPHORUS, TOTAL","TOTAL","mg/L",0.007
"SHAVER POND",1995-09-11,"1995-09-11 00:00:00","Open Water","SPECIFIC CONDUCTANCE",NA,"uS/cm",48
"SHAVER POND",1995-09-11,"1995-09-11 00:00:00","Open Water","TEMPERATURE",NA,"deg C",19
"SHAVER POND",1995-09-11,"1995-09-11 00:00:00","Open Water","TRUE COLOR","TOTAL","color units",10
"SHAVER POND",1995-09-25,"1995-09-25 00:00:00","Bottom Sample","PHOSPHORUS, TOTAL","TOTAL","mg/L",0.016
"SHAVER POND",1995-09-25,"1995-09-25 00:00:00","Open Water","ACIDITY, HYDROGEN ION (H+)",NA,NA,7.762471e-08
"SHAVER POND",1995-09-25,"1995-09-25 00:00:00","Open Water","CHLOROPHYLL A","TOTAL","ug/L",4.67
"SHAVER POND",1995-09-25,"1995-09-25 00:00:00","Open Water","NITROGEN, NITRATE-NITRITE","TOTAL","mg/L",0.01
"SHAVER POND",1995-09-25,"1995-09-25 00:00:00","Open Water","PH",NA,"pH units",7.11
"SHAVER POND",1995-09-25,"1995-09-25 00:00:00","Open Water","PHOSPHORUS, TOTAL","TOTAL","mg/L",0.009
"SHAVER POND",1995-09-25,"1995-09-25 00:00:00","Open Water","SPECIFIC CONDUCTANCE",NA,"uS/cm",47
"SHAVER POND",1995-09-25,"1995-09-25 00:00:00","Open Water","TEMPERATURE",NA,"deg C",18
"SHAVER POND",1995-09-25,"1995-09-25 00:00:00","Open Water","TRUE COLOR","TOTAL","color units",5
"SHAVER POND",1995-10-23,"1995-10-23 00:00:00","Open Water","ACIDITY, HYDROGEN ION (H+)",NA,NA,6.309573e-08
"SHAVER POND",1995-10-23,"1995-10-23 00:00:00","Open Water","CHLOROPHYLL A","TOTAL","ug/L",2.83
"SHAVER POND",1995-10-23,"1995-10-23 00:00:00","Open Water","NITROGEN, NITRATE-NITRITE","TOTAL","mg/L",0.01
"SHAVER POND",1995-10-23,"1995-10-23 00:00:00","Open Water","PH",NA,"pH units",7.2
"SHAVER POND",1995-10-23,"1995-10-23 00:00:00","Open Water","PHOSPHORUS, TOTAL","TOTAL","mg/L",0.01
"SHAVER POND",1995-10-23,"1995-10-23 00:00:00","Open Water","SPECIFIC CONDUCTANCE",NA,"uS/cm",46
"SHAVER POND",1995-10-23,"1995-10-23 00:00:00","Open Water","TEMPERATURE",NA,"deg C",14
"SHAVER POND",1995-10-23,"1995-10-23 00:00:00","Open Water","TRUE COLOR","TOTAL","color units",8
"SHAVER POND",1996-06-06,"1996-06-06 00:00:00","Open Water","ACIDITY, HYDROGEN ION (H+)",NA,NA,5.888437e-08
"SHAVER POND",1996-06-06,"1996-06-06 00:00:00","Open Water","CHLOROPHYLL A","TOTAL","ug/L",0.61
"SHAVER POND",1996-06-06,"1996-06-06 00:00:00","Open Water","PH",NA,"pH units",7.23
"SHAVER POND",1996-06-06,"1996-06-06 00:00:00","Open Water","PHOSPHORUS, TOTAL","TOTAL","mg/L",0.007
"SHAVER POND",1996-06-06,"1996-06-06 00:00:00","Open Water","SPECIFIC CONDUCTANCE",NA,"uS/cm",43
"SHAVER POND",1996-06-06,"1996-06-06 00:00:00","Open Water","TEMPERATURE",NA,"deg C",18
"SHAVER POND",1996-06-06,"1996-06-06 00:00:00","Open Water","TRUE COLOR","TOTAL","color units",5
"SHAVER POND",1996-06-06,"1996-06-06 00:00:00","Secchi Depth","DEPTH, SECCHI DISK DEPTH",NA,"m",8
"SHAVER POND",1996-06-17,"1996-06-17 00:00:00","Open Water","ACIDITY, HYDROGEN ION (H+)",NA,NA,1.023293e-07
"SHAVER POND",1996-06-17,"1996-06-17 00:00:00","Open Water","CHLOROPHYLL A","TOTAL","ug/L",3.4
"SHAVER POND",1996-06-17,"1996-06-17 00:00:00","Open Water","NITROGEN, NITRATE-NITRITE","TOTAL","mg/L",0.01
"SHAVER POND",1996-06-17,"1996-06-17 00:00:00","Open Water","PH",NA,"pH units",6.99
"SHAVER POND",1996-06-17,"1996-06-17 00:00:00","Open Water","PHOSPHORUS, TOTAL","TOTAL","mg/L",0.008
"SHAVER POND",1996-06-17,"1996-06-17 00:00:00","Open Water","SPECIFIC CONDUCTANCE",NA,"uS/cm",45
"SHAVER POND",1996-06-17,"1996-06-17 00:00:00","Open Water","TEMPERATURE",NA,"deg C",20
"SHAVER POND",1996-06-17,"1996-06-17 00:00:00","Open Water","TRUE COLOR","TOTAL","color units",10
"SHAVER POND",1996-06-17,"1996-06-17 00:00:00","Secchi Depth","DEPTH, SECCHI DISK DEPTH",NA,"m",3
"SHAVER POND",1996-07-08,"1996-07-08 00:00:00","Open Water","ACIDITY, HYDROGEN ION (H+)",NA,NA,6.91831e-08
"SHAVER POND",1996-07-08,"1996-07-08 00:00:00","Open Water","CHLOROPHYLL A","TOTAL","ug/L",4.4
"SHAVER POND",1996-07-08,"1996-07-08 00:00:00","Open Water","NITROGEN, NITRATE-NITRITE","TOTAL","mg/L",0.01
"SHAVER POND",1996-07-08,"1996-07-08 00:00:00","Open Water","PH",NA,"pH units",7.16
"SHAVER POND",1996-07-08,"1996-07-08 00:00:00","Open Water","PHOSPHORUS, TOTAL","TOTAL","mg/L",0.008
"SHAVER POND",1996-07-08,"1996-07-08 00:00:00","Open Water","SPECIFIC CONDUCTANCE",NA,"uS/cm",40
"SHAVER POND",1996-07-08,"1996-07-08 00:00:00","Open Water","TEMPERATURE",NA,"deg C",22
"SHAVER POND",1996-07-08,"1996-07-08 00:00:00","Open Water","TRUE COLOR","TOTAL","color units",15
"SHAVER POND",1996-07-08,"1996-07-08 00:00:00","Secchi Depth","DEPTH, SECCHI DISK DEPTH",NA,"m",2.5
"SHAVER POND",1996-07-22,"1996-07-22 00:00:00","Open Water","ACIDITY, HYDROGEN ION (H+)",NA,NA,9.332543e-08
"SHAVER POND",1996-07-22,"1996-07-22 00:00:00","Open Water","CHLOROPHYLL A","TOTAL","ug/L",1.8
"SHAVER POND",1996-07-22,"1996-07-22 00:00:00","Open Water","NITROGEN, NITRATE-NITRITE","TOTAL","mg/L",0.01
"SHAVER POND",1996-07-22,"1996-07-22 00:00:00","Open Water","PH",NA,"pH units",7.03
"SHAVER POND",1996-07-22,"1996-07-22 00:00:00","Open Water","PHOSPHORUS, TOTAL","TOTAL","mg/L",0.01
"SHAVER POND",1996-07-22,"1996-07-22 00:00:00","Open Water","SPECIFIC CONDUCTANCE",NA,"uS/cm",41
"SHAVER POND",1996-07-22,"1996-07-22 00:00:00","Open Water","TEMPERATURE",NA,"deg C",21
"SHAVER POND",1996-07-22,"1996-07-22 00:00:00","Open Water","TRUE COLOR","TOTAL","color units",20
"SHAVER POND",1996-07-22,"1996-07-22 00:00:00","Secchi Depth","DEPTH, SECCHI DISK DEPTH",NA,"m",8
"SHAVER POND",1996-08-05,"1996-08-05 00:00:00","Open Water","ACIDITY, HYDROGEN ION (H+)",NA,NA,7.24436e-08
"SHAVER POND",1996-08-05,"1996-08-05 00:00:00","Open Water","CHLOROPHYLL A","TOTAL","ug/L",2.8
"SHAVER POND",1996-08-05,"1996-08-05 00:00:00","Open Water","NITROGEN, NITRATE-NITRITE","TOTAL","mg/L",0.01
"SHAVER POND",1996-08-05,"1996-08-05 00:00:00","Open Water","PH",NA,"pH units",7.14
"SHAVER POND",1996-08-05,"1996-08-05 00:00:00","Open Water","PHOSPHORUS, TOTAL","TOTAL","mg/L",0.01
"SHAVER POND",1996-08-05,"1996-08-05 00:00:00","Open Water","SPECIFIC CONDUCTANCE",NA,"uS/cm",42
"SHAVER POND",1996-08-05,"1996-08-05 00:00:00","Open Water","TEMPERATURE",NA,"deg C",23
"SHAVER POND",1996-08-05,"1996-08-05 00:00:00","Open Water","TRUE COLOR","TOTAL","color units",15
"SHAVER POND",1996-08-05,"1996-08-05 00:00:00","Secchi Depth","DEPTH, SECCHI DISK DEPTH",NA,"m",2
"SHAVER POND",1996-08-19,"1996-08-19 00:00:00","Open Water","ACIDITY, HYDROGEN ION (H+)",NA,NA,1.023293e-07
"SHAVER POND",1996-08-19,"1996-08-19 00:00:00","Open Water","CHLOROPHYLL A","TOTAL","ug/L",0.12
"SHAVER POND",1996-08-19,"1996-08-19 00:00:00","Open Water","NITROGEN, NITRATE-NITRITE","TOTAL","mg/L",0.01
"SHAVER POND",1996-08-19,"1996-08-19 00:00:00","Open Water","PH",NA,"pH units",6.99
"SHAVER POND",1996-08-19,"1996-08-19 00:00:00","Open Water","PHOSPHORUS, TOTAL","TOTAL","mg/L",0.01
"SHAVER POND",1996-08-19,"1996-08-19 00:00:00","Open Water","SPECIFIC CONDUCTANCE",NA,"uS/cm",46
"SHAVER POND",1996-08-19,"1996-08-19 00:00:00","Open Water","TEMPERATURE",NA,"deg C",20
"SHAVER POND",1996-08-19,"1996-08-19 00:00:00","Open Water","TRUE COLOR","TOTAL","color units",20
"SHAVER POND",1996-08-19,"1996-08-19 00:00:00","Secchi Depth","DEPTH, SECCHI DISK DEPTH",NA,"m",3
