"LAKE_WATERBODY_NAME","SAMPLE_DATE","SAMPLE_TIME","INFORMATION_TYPE","CHARACTERISTIC_NAME","RSLT_RESULT_SAMPLE_FRACTION","RSLT_RESULT_UNIT","RSLT_PROFILE_DEPTH","RSLT_RESULT_VALUE","HS_HAB_STATUS","HS_HAB_STATUS_DATE","HS_HAB_STATUS_REMARK"
"ALLEGHENY RESERVOIR",2017-06-14,"2017-06-14 10:30:00","Depth Profile","TEMPERATURE",NA,"deg C",4,22.1,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-08-08,"2017-08-08 11:55:00","Depth Profile","TEMPERATURE",NA,"deg C",4,21.29,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-09-12,"2017-09-12 11:45:00","Depth Profile","TEMPERATURE",NA,"deg C",4,15.87,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-06-14,"2017-06-14 09:15:00","Depth Profile","TEMPERATURE",NA,"deg C",4,21.16,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-08-08,"2017-08-08 11:00:00","Depth Profile","TEMPERATURE",NA,"deg C",4,22.86,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-09-12,"2017-09-12 10:55:00","Depth Profile","TEMPERATURE",NA,"deg C",4,18.88,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-06-14,"2017-06-14 09:38:00","Depth Profile","TEMPERATURE",NA,"deg C",4,21.11,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-08-08,"2017-08-08 10:30:00","Depth Profile","TEMPERATURE",NA,"deg C",4,22.79,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-09-12,"2017-09-12 10:20:00","Depth Profile","TEMPERATURE",NA,"deg C",4,19.32,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-09-12,"2017-09-12 10:20:00","Depth Profile","CHLOROPHYLL A (PROBE)",NA,"ug/L",5,4.98,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-06-14,"2017-06-14 10:10:00","Depth Profile","CHLOROPHYLL A (PROBE)",NA,"ug/L",5,10.33,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-06-14,"2017-06-14 10:30:00","Depth Profile","CHLOROPHYLL A (PROBE)",NA,"ug/L",5,3.89,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-08-08,"2017-08-08 11:55:00","Depth Profile","CHLOROPHYLL A (PROBE)",NA,"ug/L",5,2.91,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-06-14,"2017-06-14 09:15:00","Depth Profile","CHLOROPHYLL A (PROBE)",NA,"ug/L",5,5.92,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-08-08,"2017-08-08 11:00:00","Depth Profile","CHLOROPHYLL A (PROBE)",NA,"ug/L",5,3.02,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-09-12,"2017-09-12 10:55:00","Depth Profile","CHLOROPHYLL A (PROBE)",NA,"ug/L",5,5.91,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-06-14,"2017-06-14 09:38:00","Depth Profile","CHLOROPHYLL A (PROBE)",NA,"ug/L",5,6.75,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-08-08,"2017-08-08 10:30:00","Depth Profile","CHLOROPHYLL A (PROBE)",NA,"ug/L",5,6.74,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-09-12,"2017-09-12 10:20:00","Depth Profile","DISSOLVED OXYGEN",NA,"mg/L",5,7.97,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-06-14,"2017-06-14 10:10:00","Depth Profile","DISSOLVED OXYGEN",NA,"mg/L",5,7.25,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-06-14,"2017-06-14 10:30:00","Depth Profile","DISSOLVED OXYGEN",NA,"mg/L",5,6.31,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-08-08,"2017-08-08 11:55:00","Depth Profile","DISSOLVED OXYGEN",NA,"mg/L",5,7.13,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-06-14,"2017-06-14 09:15:00","Depth Profile","DISSOLVED OXYGEN",NA,"mg/L",5,8.85,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-08-08,"2017-08-08 11:00:00","Depth Profile","DISSOLVED OXYGEN",NA,"mg/L",5,7.94,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-09-12,"2017-09-12 10:55:00","Depth Profile","DISSOLVED OXYGEN",NA,"mg/L",5,8.06,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-06-14,"2017-06-14 09:38:00","Depth Profile","DISSOLVED OXYGEN",NA,"mg/L",5,9.26,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-08-08,"2017-08-08 10:30:00","Depth Profile","DISSOLVED OXYGEN",NA,"mg/L",5,8.58,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-09-12,"2017-09-12 10:20:00","Depth Profile","DISSOLVED OXYGEN SATURATION",NA,"percent",5,90.6,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-06-14,"2017-06-14 10:10:00","Depth Profile","DISSOLVED OXYGEN SATURATION",NA,"percent",5,86.1,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-06-14,"2017-06-14 10:30:00","Depth Profile","DISSOLVED OXYGEN SATURATION",NA,"percent",5,74.8,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-08-08,"2017-08-08 11:55:00","Depth Profile","DISSOLVED OXYGEN SATURATION",NA,"percent",5,82.5,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-06-14,"2017-06-14 09:15:00","Depth Profile","DISSOLVED OXYGEN SATURATION",NA,"percent",5,103.9,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-08-08,"2017-08-08 11:00:00","Depth Profile","DISSOLVED OXYGEN SATURATION",NA,"percent",5,96.6,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-09-12,"2017-09-12 10:55:00","Depth Profile","DISSOLVED OXYGEN SATURATION",NA,"percent",5,90.7,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-06-14,"2017-06-14 09:38:00","Depth Profile","DISSOLVED OXYGEN SATURATION",NA,"percent",5,108.1,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-08-08,"2017-08-08 10:30:00","Depth Profile","DISSOLVED OXYGEN SATURATION",NA,"percent",5,104.2,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-09-12,"2017-09-12 10:20:00","Depth Profile","OXIDATION REDUCTION POTENTIAL (ORP)",NA,"mV",5,197,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-06-14,"2017-06-14 10:10:00","Depth Profile","OXIDATION REDUCTION POTENTIAL (ORP)",NA,"mV",5,303,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-06-14,"2017-06-14 10:30:00","Depth Profile","OXIDATION REDUCTION POTENTIAL (ORP)",NA,"mV",5,311,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-08-08,"2017-08-08 11:55:00","Depth Profile","OXIDATION REDUCTION POTENTIAL (ORP)",NA,"mV",5,236,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-06-14,"2017-06-14 09:15:00","Depth Profile","OXIDATION REDUCTION POTENTIAL (ORP)",NA,"mV",5,248,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-08-08,"2017-08-08 11:00:00","Depth Profile","OXIDATION REDUCTION POTENTIAL (ORP)",NA,"mV",5,226,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-09-12,"2017-09-12 10:55:00","Depth Profile","OXIDATION REDUCTION POTENTIAL (ORP)",NA,"mV",5,193,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-06-14,"2017-06-14 09:38:00","Depth Profile","OXIDATION REDUCTION POTENTIAL (ORP)",NA,"mV",5,261,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-08-08,"2017-08-08 10:30:00","Depth Profile","OXIDATION REDUCTION POTENTIAL (ORP)",NA,"mV",5,207,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-09-12,"2017-09-12 10:20:00","Depth Profile","PH",NA,"pH units",5,7.34,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-08-08,"2017-08-08 11:55:00","Depth Profile","PH",NA,"pH units",5,7.26,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-06-14,"2017-06-14 09:15:00","Depth Profile","PH",NA,"pH units",5,7.58,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-08-08,"2017-08-08 11:00:00","Depth Profile","PH",NA,"pH units",5,7.54,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-09-12,"2017-09-12 10:55:00","Depth Profile","PH",NA,"pH units",5,7.48,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-06-14,"2017-06-14 09:38:00","Depth Profile","PH",NA,"pH units",5,7.79,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-08-08,"2017-08-08 10:30:00","Depth Profile","PH",NA,"pH units",5,7.86,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-06-14,"2017-06-14 10:10:00","Depth Profile","PHYCOCYANIN",NA,"ug/L",5,1345,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-06-14,"2017-06-14 10:30:00","Depth Profile","PHYCOCYANIN",NA,"ug/L",5,452,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-08-08,"2017-08-08 11:55:00","Depth Profile","PHYCOCYANIN",NA,"ug/L",5,803,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-06-14,"2017-06-14 09:15:00","Depth Profile","PHYCOCYANIN",NA,"ug/L",5,842,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-08-08,"2017-08-08 11:00:00","Depth Profile","PHYCOCYANIN",NA,"ug/L",5,2264,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-09-12,"2017-09-12 10:55:00","Depth Profile","PHYCOCYANIN",NA,"ug/L",5,3975,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-06-14,"2017-06-14 09:38:00","Depth Profile","PHYCOCYANIN",NA,"ug/L",5,877,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-08-08,"2017-08-08 10:30:00","Depth Profile","PHYCOCYANIN",NA,"ug/L",5,2596,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-09-12,"2017-09-12 10:20:00","Depth Profile","PHYCOCYANIN",NA,"ug/L",5,4147,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-06-14,"2017-06-14 10:10:00","Depth Profile","SPECIFIC CONDUCTANCE",NA,"uS/cm",5,163.1,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-06-14,"2017-06-14 10:30:00","Depth Profile","SPECIFIC CONDUCTANCE",NA,"uS/cm",5,194.1,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-08-08,"2017-08-08 11:55:00","Depth Profile","SPECIFIC CONDUCTANCE",NA,"uS/cm",5,220.2,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-06-14,"2017-06-14 09:15:00","Depth Profile","SPECIFIC CONDUCTANCE",NA,"uS/cm",5,124.3,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-08-08,"2017-08-08 11:00:00","Depth Profile","SPECIFIC CONDUCTANCE",NA,"uS/cm",5,137.7,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-09-12,"2017-09-12 10:55:00","Depth Profile","SPECIFIC CONDUCTANCE",NA,"uS/cm",5,149.6,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-06-14,"2017-06-14 09:38:00","Depth Profile","SPECIFIC CONDUCTANCE",NA,"uS/cm",5,123.4,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-08-08,"2017-08-08 10:30:00","Depth Profile","SPECIFIC CONDUCTANCE",NA,"uS/cm",5,131.3,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-09-12,"2017-09-12 10:20:00","Depth Profile","SPECIFIC CONDUCTANCE",NA,"uS/cm",5,140.9,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-06-14,"2017-06-14 10:10:00","Depth Profile","TEMPERATURE",NA,"deg C",5,21.47,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-06-14,"2017-06-14 10:30:00","Depth Profile","TEMPERATURE",NA,"deg C",5,21.4,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-08-08,"2017-08-08 11:55:00","Depth Profile","TEMPERATURE",NA,"deg C",5,20.47,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-06-14,"2017-06-14 09:15:00","Depth Profile","TEMPERATURE",NA,"deg C",5,20.91,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-08-08,"2017-08-08 11:00:00","Depth Profile","TEMPERATURE",NA,"deg C",5,22.83,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-09-12,"2017-09-12 10:55:00","Depth Profile","TEMPERATURE",NA,"deg C",5,18.83,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-06-14,"2017-06-14 09:38:00","Depth Profile","TEMPERATURE",NA,"deg C",5,20.6,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-08-08,"2017-08-08 10:30:00","Depth Profile","TEMPERATURE",NA,"deg C",5,22.78,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-09-12,"2017-09-12 10:20:00","Depth Profile","TEMPERATURE",NA,"deg C",5,19.28,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-06-14,"2017-06-14 10:30:00","Depth Profile","CHLOROPHYLL A (PROBE)",NA,"ug/L",6,2.15,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-08-08,"2017-08-08 11:55:00","Depth Profile","CHLOROPHYLL A (PROBE)",NA,"ug/L",6,4.28,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-06-14,"2017-06-14 09:15:00","Depth Profile","CHLOROPHYLL A (PROBE)",NA,"ug/L",6,5.97,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-08-08,"2017-08-08 11:00:00","Depth Profile","CHLOROPHYLL A (PROBE)",NA,"ug/L",6,2.4,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-09-12,"2017-09-12 10:55:00","Depth Profile","CHLOROPHYLL A (PROBE)",NA,"ug/L",6,3.95,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-06-14,"2017-06-14 09:38:00","Depth Profile","CHLOROPHYLL A (PROBE)",NA,"ug/L",6,6.24,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-08-08,"2017-08-08 10:30:00","Depth Profile","CHLOROPHYLL A (PROBE)",NA,"ug/L",6,7.01,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-09-12,"2017-09-12 10:20:00","Depth Profile","CHLOROPHYLL A (PROBE)",NA,"ug/L",6,3.45,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-09-12,"2017-09-12 10:20:00","Depth Profile","DISSOLVED OXYGEN",NA,"mg/L",6,7.69,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-06-14,"2017-06-14 10:30:00","Depth Profile","DISSOLVED OXYGEN",NA,"mg/L",6,4.72,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-08-08,"2017-08-08 11:55:00","Depth Profile","DISSOLVED OXYGEN",NA,"mg/L",6,6.26,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-06-14,"2017-06-14 09:15:00","Depth Profile","DISSOLVED OXYGEN",NA,"mg/L",6,8.35,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-08-08,"2017-08-08 11:00:00","Depth Profile","DISSOLVED OXYGEN",NA,"mg/L",6,7.36,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-09-12,"2017-09-12 10:55:00","Depth Profile","DISSOLVED OXYGEN",NA,"mg/L",6,7.62,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-06-14,"2017-06-14 09:38:00","Depth Profile","DISSOLVED OXYGEN",NA,"mg/L",6,8.83,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-08-08,"2017-08-08 10:30:00","Depth Profile","DISSOLVED OXYGEN",NA,"mg/L",6,8.56,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-06-14,"2017-06-14 10:30:00","Depth Profile","DISSOLVED OXYGEN SATURATION",NA,"percent",6,54.4,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-08-08,"2017-08-08 11:55:00","Depth Profile","DISSOLVED OXYGEN SATURATION",NA,"percent",6,72.6,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-06-14,"2017-06-14 09:15:00","Depth Profile","DISSOLVED OXYGEN SATURATION",NA,"percent",6,96.6,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-08-08,"2017-08-08 11:00:00","Depth Profile","DISSOLVED OXYGEN SATURATION",NA,"percent",6,89.3,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-09-12,"2017-09-12 10:55:00","Depth Profile","DISSOLVED OXYGEN SATURATION",NA,"percent",6,85.4,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-06-14,"2017-06-14 09:38:00","Depth Profile","DISSOLVED OXYGEN SATURATION",NA,"percent",6,101.9,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-08-08,"2017-08-08 10:30:00","Depth Profile","DISSOLVED OXYGEN SATURATION",NA,"percent",6,103.9,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-09-12,"2017-09-12 10:20:00","Depth Profile","DISSOLVED OXYGEN SATURATION",NA,"percent",6,87.2,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-09-12,"2017-09-12 10:20:00","Depth Profile","OXIDATION REDUCTION POTENTIAL (ORP)",NA,"mV",6,199,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-06-14,"2017-06-14 10:30:00","Depth Profile","OXIDATION REDUCTION POTENTIAL (ORP)",NA,"mV",6,316,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-08-08,"2017-08-08 11:55:00","Depth Profile","OXIDATION REDUCTION POTENTIAL (ORP)",NA,"mV",6,208,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-06-14,"2017-06-14 09:15:00","Depth Profile","OXIDATION REDUCTION POTENTIAL (ORP)",NA,"mV",6,255,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-08-08,"2017-08-08 11:00:00","Depth Profile","OXIDATION REDUCTION POTENTIAL (ORP)",NA,"mV",6,232,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-09-12,"2017-09-12 10:55:00","Depth Profile","OXIDATION REDUCTION POTENTIAL (ORP)",NA,"mV",6,196,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-06-14,"2017-06-14 09:38:00","Depth Profile","OXIDATION REDUCTION POTENTIAL (ORP)",NA,"mV",6,267,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-08-08,"2017-08-08 10:30:00","Depth Profile","OXIDATION REDUCTION POTENTIAL (ORP)",NA,"mV",6,208,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-09-12,"2017-09-12 10:20:00","Depth Profile","PH",NA,"pH units",6,7.3,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-08-08,"2017-08-08 11:55:00","Depth Profile","PH",NA,"pH units",6,7.05,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-06-14,"2017-06-14 09:15:00","Depth Profile","PH",NA,"pH units",6,7.41,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-08-08,"2017-08-08 11:00:00","Depth Profile","PH",NA,"pH units",6,7.3,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-09-12,"2017-09-12 10:55:00","Depth Profile","PH",NA,"pH units",6,7.39,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-06-14,"2017-06-14 09:38:00","Depth Profile","PH",NA,"pH units",6,7.62,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-08-08,"2017-08-08 10:30:00","Depth Profile","PH",NA,"pH units",6,7.84,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-09-12,"2017-09-12 10:20:00","Depth Profile","PHYCOCYANIN",NA,"ug/L",6,2570,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-06-14,"2017-06-14 10:30:00","Depth Profile","PHYCOCYANIN",NA,"ug/L",6,423,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-08-08,"2017-08-08 11:55:00","Depth Profile","PHYCOCYANIN",NA,"ug/L",6,2475,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-06-14,"2017-06-14 09:15:00","Depth Profile","PHYCOCYANIN",NA,"ug/L",6,872,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-08-08,"2017-08-08 11:00:00","Depth Profile","PHYCOCYANIN",NA,"ug/L",6,1697,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-09-12,"2017-09-12 10:55:00","Depth Profile","PHYCOCYANIN",NA,"ug/L",6,1873,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-06-14,"2017-06-14 09:38:00","Depth Profile","PHYCOCYANIN",NA,"ug/L",6,750,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-08-08,"2017-08-08 10:30:00","Depth Profile","PHYCOCYANIN",NA,"ug/L",6,2655,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-09-12,"2017-09-12 10:20:00","Depth Profile","SPECIFIC CONDUCTANCE",NA,"uS/cm",6,140.2,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-06-14,"2017-06-14 10:30:00","Depth Profile","SPECIFIC CONDUCTANCE",NA,"uS/cm",6,213.1,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-08-08,"2017-08-08 11:55:00","Depth Profile","SPECIFIC CONDUCTANCE",NA,"uS/cm",6,225.9,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-06-14,"2017-06-14 09:15:00","Depth Profile","SPECIFIC CONDUCTANCE",NA,"uS/cm",6,129.1,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-08-08,"2017-08-08 11:00:00","Depth Profile","SPECIFIC CONDUCTANCE",NA,"uS/cm",6,137.7,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-09-12,"2017-09-12 10:55:00","Depth Profile","SPECIFIC CONDUCTANCE",NA,"uS/cm",6,154.9,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-06-14,"2017-06-14 09:38:00","Depth Profile","SPECIFIC CONDUCTANCE",NA,"uS/cm",6,125.2,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-08-08,"2017-08-08 10:30:00","Depth Profile","SPECIFIC CONDUCTANCE",NA,"uS/cm",6,131.5,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-09-12,"2017-09-12 10:20:00","Depth Profile","TEMPERATURE",NA,"deg C",6,19.21,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-06-14,"2017-06-14 10:30:00","Depth Profile","TEMPERATURE",NA,"deg C",6,20.04,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-08-08,"2017-08-08 11:55:00","Depth Profile","TEMPERATURE",NA,"deg C",6,20.3,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-06-14,"2017-06-14 09:15:00","Depth Profile","TEMPERATURE",NA,"deg C",6,20.17,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-08-08,"2017-08-08 11:00:00","Depth Profile","TEMPERATURE",NA,"deg C",6,22.71,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-09-12,"2017-09-12 10:55:00","Depth Profile","TEMPERATURE",NA,"deg C",6,18.64,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-06-14,"2017-06-14 09:38:00","Depth Profile","TEMPERATURE",NA,"deg C",6,20.04,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-08-08,"2017-08-08 10:30:00","Depth Profile","TEMPERATURE",NA,"deg C",6,22.76,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-09-12,"2017-09-12 10:20:00","Depth Profile","CHLOROPHYLL A (PROBE)",NA,"ug/L",7,4.08,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-06-14,"2017-06-14 09:15:00","Depth Profile","CHLOROPHYLL A (PROBE)",NA,"ug/L",7,3.93,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-08-08,"2017-08-08 11:00:00","Depth Profile","CHLOROPHYLL A (PROBE)",NA,"ug/L",7,2.58,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-09-12,"2017-09-12 10:55:00","Depth Profile","CHLOROPHYLL A (PROBE)",NA,"ug/L",7,4.26,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-06-14,"2017-06-14 09:38:00","Depth Profile","CHLOROPHYLL A (PROBE)",NA,"ug/L",7,4.53,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-08-08,"2017-08-08 10:30:00","Depth Profile","CHLOROPHYLL A (PROBE)",NA,"ug/L",7,4.98,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-09-12,"2017-09-12 10:20:00","Depth Profile","DISSOLVED OXYGEN",NA,"mg/L",7,7.33,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-06-14,"2017-06-14 09:15:00","Depth Profile","DISSOLVED OXYGEN",NA,"mg/L",7,7.52,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-08-08,"2017-08-08 11:00:00","Depth Profile","DISSOLVED OXYGEN",NA,"mg/L",7,6.93,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-09-12,"2017-09-12 10:55:00","Depth Profile","DISSOLVED OXYGEN",NA,"mg/L",7,7.49,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-06-14,"2017-06-14 09:38:00","Depth Profile","DISSOLVED OXYGEN",NA,"mg/L",7,7.94,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-08-08,"2017-08-08 10:30:00","Depth Profile","DISSOLVED OXYGEN",NA,"mg/L",7,8.97,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-09-12,"2017-09-12 10:20:00","Depth Profile","DISSOLVED OXYGEN SATURATION",NA,"percent",7,82.8,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-06-14,"2017-06-14 09:15:00","Depth Profile","DISSOLVED OXYGEN SATURATION",NA,"percent",7,85.5,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-08-08,"2017-08-08 11:00:00","Depth Profile","DISSOLVED OXYGEN SATURATION",NA,"percent",7,84,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-09-12,"2017-09-12 10:55:00","Depth Profile","DISSOLVED OXYGEN SATURATION",NA,"percent",7,83.7,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-06-14,"2017-06-14 09:38:00","Depth Profile","DISSOLVED OXYGEN SATURATION",NA,"percent",7,90.4,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-08-08,"2017-08-08 10:30:00","Depth Profile","DISSOLVED OXYGEN SATURATION",NA,"percent",7,102.7,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-09-12,"2017-09-12 10:20:00","Depth Profile","OXIDATION REDUCTION POTENTIAL (ORP)",NA,"mV",7,201,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-06-14,"2017-06-14 09:15:00","Depth Profile","OXIDATION REDUCTION POTENTIAL (ORP)",NA,"mV",7,261,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-08-08,"2017-08-08 11:00:00","Depth Profile","OXIDATION REDUCTION POTENTIAL (ORP)",NA,"mV",7,236,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-09-12,"2017-09-12 10:55:00","Depth Profile","OXIDATION REDUCTION POTENTIAL (ORP)",NA,"mV",7,198,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-06-14,"2017-06-14 09:38:00","Depth Profile","OXIDATION REDUCTION POTENTIAL (ORP)",NA,"mV",7,278,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-08-08,"2017-08-08 10:30:00","Depth Profile","OXIDATION REDUCTION POTENTIAL (ORP)",NA,"mV",7,210,NA,NA,NA
